analysis,base_deaths,immune_midpoint,max_vaccines,mortality_reduction_pct,radius,replicate,scenario_deaths,seed,ve_i,ve_m
fig4_immune_onset,767.0,14.0,,12.25554106910039,2,81,673.0,2026800081,0.45,0.45
fig4_immune_onset,1042.0,14.0,,25.43186180422265,2,82,777.0,2026800082,0.45,0.45
fig4_immune_onset,1065.0,14.0,,32.582159624413144,2,83,718.0,2026800083,0.45,0.45
fig4_immune_onset,704.0,14.0,,12.926136363636363,2,84,613.0,2026800084,0.45,0.45
fig4_immune_onset,954.0,14.0,,29.559748427672957,2,85,672.0,2026800085,0.45,0.45
fig4_immune_onset,868.0,14.0,,24.078341013824886,2,86,659.0,2026800086,0.45,0.45
fig4_immune_onset,844.0,14.0,,23.81516587677725,2,87,643.0,2026800087,0.45,0.45
fig4_immune_onset,1020.0000000000001,14.0,,28.52941176470589,2,88,729.0,2026800088,0.45,0.45
fig4_immune_onset,894.0,14.0,,26.51006711409396,2,89,657.0,2026800089,0.45,0.45
fig4_immune_onset,1100.0,14.0,,27.181818181818183,2,90,801.0,2026800090,0.45,0.45
fig4_immune_onset,614.0,14.0,,26.384364820846915,2,91,451.99999999999994,2026800091,0.45,0.45
fig4_immune_onset,851.0,14.0,,12.103407755581669,2,92,748.0,2026800092,0.45,0.45
fig4_immune_onset,718.0,14.0,,23.676880222841227,2,93,548.0,2026800093,0.45,0.45
fig4_immune_onset,958.0,14.0,,39.24843423799582,2,94,582.0,2026800094,0.45,0.45
fig4_immune_onset,972.0,14.0,,31.995884773662553,2,95,661.0,2026800095,0.45,0.45
fig4_immune_onset,974.0,14.0,,44.969199178644764,2,96,536.0,2026800096,0.45,0.45
fig4_immune_onset,652.0,14.0,,43.09815950920245,2,97,371.0,2026800097,0.45,0.45
fig4_immune_onset,909.0000000000001,14.0,,18.701870187018713,2,98,739.0,2026800098,0.45,0.45
fig4_immune_onset,923.0,14.0,,29.577464788732396,2,99,650.0,2026800099,0.45,0.45
