analysis,base_deaths,coverage,max_vaccines,mortality_reduction_pct,radius,replicate,risk,scenario_deaths,seed,ve_i,ve_m
fig3_risk_compensation,801.9999999999999,0.4,0,73.31670822942642,2,0,1.0,214.0,2026704000,0.6,0.6
fig3_risk_compensation,861.9999999999999,0.4,0,79.00232018561485,2,1,1.0,181.0,2026704001,0.6,0.6
fig3_risk_compensation,1013.0,0.4,0,79.17077986179665,2,2,1.0,211.0,2026704002,0.6,0.6
fig3_risk_compensation,989.0,0.4,0,84.73205257836199,2,3,1.0,151.0,2026704003,0.6,0.6
fig3_risk_compensation,763.0,0.4,0,71.29750982961993,2,4,1.0,219.0,2026704004,0.6,0.6
fig3_risk_compensation,821.0,0.4,0,66.62606577344701,2,5,1.0,274.0,2026704005,0.6,0.6
fig3_risk_compensation,563.0,0.4,0,76.02131438721136,2,6,1.0,135.0,2026704006,0.6,0.6
fig3_risk_compensation,980.9999999999999,0.4,0,73.80224260958205,2,7,1.0,257.0,2026704007,0.6,0.6
fig3_risk_compensation,1028.0,0.4,0,74.80544747081711,2,8,1.0,259.0,2026704008,0.6,0.6
fig3_risk_compensation,889.0,0.4,0,74.57817772778402,2,9,1.0,225.99999999999997,2026704009,0.6,0.6
fig3_risk_compensation,1113.0,0.4,0,74.7529200359389,2,10,1.0,281.0,2026704010,0.6,0.6
fig3_risk_compensation,595.0,0.4,0,64.36974789915966,2,11,1.0,212.0,2026704011,0.6,0.6
fig3_risk_compensation,882.9999999999999,0.4,0,77.23669309173272,2,12,1.0,201.0,2026704012,0.6,0.6
fig3_risk_compensation,1139.0,0.4,0,72.43195785776997,2,13,1.0,314.0,2026704013,0.6,0.6
fig3_risk_compensation,938.0,0.4,0,75.5863539445629,2,14,1.0,229.0,2026704014,0.6,0.6
fig3_risk_compensation,884.0000000000001,0.4,0,82.12669683257919,2,15,1.0,158.0,2026704015,0.6,0.6
fig3_risk_compensation,705.0,0.4,0,78.72340425531915,2,16,1.0,150.0,2026704016,0.6,0.6
fig3_risk_compensation,868.0,0.4,0,77.64976958525345,2,17,1.0,194.0,2026704017,0.6,0.6
fig3_risk_compensation,882.9999999999999,0.4,0,73.15968289920724,2,18,1.0,237.00000000000003,2026704018,0.6,0.6
fig3_risk_compensation,850.0000000000001,0.4,0,62.941176470588246,2,19,1.0,315.0,2026704019,0.6,0.6
fig3_risk_compensation,659.0,0.4,0,70.56145675265554,2,20,1.0,194.0,2026704020,0.6,0.6
fig3_risk_compensation,816.0000000000001,0.4,0,77.57352941176471,2,21,1.0,183.0,2026704021,0.6,0.6
fig3_risk_compensation,822.0,0.4,0,74.93917274939173,2,22,1.0,206.00000000000003,2026704022,0.6,0.6
fig3_risk_compensation,956.0000000000001,0.4,0,80.85774058577407,2,23,1.0,183.0,2026704023,0.6,0.6
fig3_risk_compensation,795.0,0.4,0,64.65408805031447,2,24,1.0,281.0,2026704024,0.6,0.6
fig3_risk_compensation,702.0,0.4,0,74.78632478632478,2,25,1.0,177.0,2026704025,0.6,0.6
fig3_risk_compensation,1026.0,0.4,0,66.27680311890838,2,26,1.0,346.0,2026704026,0.6,0.6
fig3_risk_compensation,789.0,0.4,0,76.55259822560203,2,27,1.0,185.0,2026704027,0.6,0.6
fig3_risk_compensation,581.0,0.4,0,74.52667814113597,2,28,1.0,148.0,2026704028,0.6,0.6
fig3_risk_compensation,894.0,0.4,0,69.12751677852349,2,29,1.0,276.0,2026704029,0.6,0.6
fig3_risk_compensation,982.0000000000001,0.4,0,72.19959266802445,2,30,1.0,273.0,2026704030,0.6,0.6
fig3_risk_compensation,856.0,0.4,0,75.23364485981308,2,31,1.0,212.0,2026704031,0.6,0.6
fig3_risk_compensation,844.0,0.4,0,71.56398104265404,2,32,1.0,239.99999999999997,2026704032,0.6,0.6
fig3_risk_compensation,692.0,0.4,0,73.55491329479769,2,33,1.0,183.0,2026704033,0.6,0.6
fig3_risk_compensation,843.0,0.4,0,65.95492289442467,2,34,1.0,287.0,2026704034,0.6,0.6
fig3_risk_compensation,971.0,0.4,0,75.79814624098867,2,35,1.0,235.0,2026704035,0.6,0.6
fig3_risk_compensation,1053.0,0.4,0,77.96771130104463,2,36,1.0,232.0,2026704036,0.6,0.6
fig3_risk_compensation,1155.0,0.4,0,76.70995670995671,2,37,1.0,269.0,2026704037,0.6,0.6
fig3_risk_compensation,933.9999999999999,0.4,0,66.4882226980728,2,38,1.0,313.0,2026704038,0.6,0.6
fig3_risk_compensation,709.0,0.4,0,80.11283497884344,2,39,1.0,141.0,2026704039,0.6,0.6
fig3_risk_compensation,784.9999999999999,0.4,0,74.52229299363057,2,40,1.0,200.0,2026704040,0.6,0.6
fig3_risk_compensation,770.0,0.4,0,79.87012987012987,2,41,1.0,155.0,2026704041,0.6,0.6
fig3_risk_compensation,601.0,0.4,0,80.5324459234609,2,42,1.0,117.0,2026704042,0.6,0.6
fig3_risk_compensation,942.9999999999999,0.4,0,67.55037115588546,2,43,1.0,306.0,2026704043,0.6,0.6
fig3_risk_compensation,1193.0,0.4,0,76.19446772841576,2,44,1.0,284.0,2026704044,0.6,0.6
fig3_risk_compensation,861.0,0.4,0,65.85365853658537,2,45,1.0,294.0,2026704045,0.6,0.6
fig3_risk_compensation,1038.0,0.4,0,74.56647398843931,2,46,1.0,264.0,2026704046,0.6,0.6
fig3_risk_compensation,831.9999999999999,0.4,0,70.91346153846153,2,47,1.0,241.99999999999997,2026704047,0.6,0.6
fig3_risk_compensation,686.0,0.4,0,73.17784256559767,2,48,1.0,184.0,2026704048,0.6,0.6
fig3_risk_compensation,647.0,0.4,0,66.9242658423493,2,49,1.0,214.0,2026704049,0.6,0.6
