strategy,replicate_id,simulation_seed,extinct_before_day90,extinction_time,total_deaths,total_infected,total_vaccines
no_vax_base_ops,121,2026073121,0,nan,958,2152,0
no_vax_enh_ops,121,2026073121,0,nan,162,344,0
comm_base_40,121,2026073121,0,nan,424,986,40000
comm_base_60,121,2026073121,0,nan,211,528,60000
no_vax_base_ops,122,2026073122,0,nan,1293,2866,0
no_vax_enh_ops,122,2026073122,0,nan,195,441,0
comm_base_40,122,2026073122,0,nan,457,1135,40000
comm_base_60,122,2026073122,0,nan,277,680,60000
no_vax_base_ops,126,2026073126,0,nan,903,1971,0
no_vax_enh_ops,126,2026073126,0,nan,139,309,0
comm_base_40,126,2026073126,0,nan,245,579,40000
comm_base_60,126,2026073126,0,nan,199,483,60000
no_vax_base_ops,125,2026073125,0,nan,1118,2378,0
no_vax_enh_ops,125,2026073125,0,nan,169,354,0
comm_base_40,125,2026073125,0,nan,326,744,40000
comm_base_60,125,2026073125,0,nan,224,527,60000
no_vax_base_ops,123,2026073123,0,nan,1052,2277,0
no_vax_enh_ops,123,2026073123,0,nan,225,513,0
comm_base_40,123,2026073123,0,nan,416,955,40000
comm_base_60,123,2026073123,0,nan,193,510,60000
no_vax_base_ops,128,2026073128,0,nan,1117,2477,0
no_vax_enh_ops,128,2026073128,0,nan,203,476,0
comm_base_40,128,2026073128,0,nan,250,605,40000
comm_base_60,128,2026073128,0,nan,188,493,60000
no_vax_base_ops,124,2026073124,0,nan,1609,3470,0
no_vax_enh_ops,124,2026073124,0,nan,172,373,0
comm_base_40,124,2026073124,0,nan,453,1004,40000
comm_base_60,124,2026073124,0,nan,269,644,60000
no_vax_base_ops,127,2026073127,0,nan,985,2238,0
no_vax_enh_ops,127,2026073127,0,nan,121,288,0
comm_base_40,127,2026073127,0,nan,231,545,40000
comm_base_60,127,2026073127,0,nan,197,482,60000
no_vax_base_ops,129,2026073129,0,nan,1361,2973,0
no_vax_enh_ops,129,2026073129,0,nan,179,404,0
comm_base_40,129,2026073129,0,nan,418,1011,40000
comm_base_60,129,2026073129,0,nan,207,528,60000
no_vax_base_ops,130,2026073130,0,nan,808,1829,0
no_vax_enh_ops,130,2026073130,0,nan,139,312,0
comm_base_40,130,2026073130,0,nan,262,643,40000
comm_base_60,130,2026073130,0,nan,185,459,60000
no_vax_base_ops,131,2026073131,0,nan,1453,3273,0
no_vax_enh_ops,131,2026073131,0,nan,169,389,0
comm_base_40,131,2026073131,0,nan,485,1171,40000
comm_base_60,131,2026073131,0,nan,215,545,60000
no_vax_base_ops,132,2026073132,0,nan,972,2129,0
no_vax_enh_ops,132,2026073132,0,nan,168,345,0
comm_base_40,132,2026073132,0,nan,276,615,40000
comm_base_60,132,2026073132,0,nan,184,441,60000
no_vax_base_ops,134,2026073134,0,nan,988,2195,0
no_vax_enh_ops,134,2026073134,0,nan,162,376,0
comm_base_40,134,2026073134,0,nan,317,774,40000
comm_base_60,134,2026073134,0,nan,186,485,60000
no_vax_base_ops,133,2026073133,0,nan,1126,2505,0
no_vax_enh_ops,133,2026073133,0,nan,133,307,0
comm_base_40,133,2026073133,0,nan,395,975,40000
comm_base_60,133,2026073133,0,nan,195,500,60000
no_vax_base_ops,135,2026073135,0,nan,1070,2240,0
no_vax_enh_ops,135,2026073135,0,nan,155,341,0
comm_base_40,135,2026073135,0,nan,403,933,40000
comm_base_60,135,2026073135,0,nan,247,603,60000
no_vax_base_ops,136,2026073136,0,nan,1034,2223,0
no_vax_enh_ops,136,2026073136,0,nan,145,288,0
comm_base_40,136,2026073136,0,nan,338,760,40000
comm_base_60,136,2026073136,0,nan,201,484,60000
no_vax_base_ops,137,2026073137,0,nan,1006,2273,0
no_vax_enh_ops,137,2026073137,0,nan,182,357,0
comm_base_40,137,2026073137,0,nan,361,853,40000
comm_base_60,137,2026073137,0,nan,203,482,60000
no_vax_base_ops,138,2026073138,0,nan,1231,2842,0
no_vax_enh_ops,138,2026073138,0,nan,202,424,0
comm_base_40,138,2026073138,0,nan,376,910,40000
comm_base_60,138,2026073138,0,nan,247,623,60000
no_vax_base_ops,140,2026073140,0,nan,891,1981,0
no_vax_enh_ops,140,2026073140,0,nan,138,344,0
comm_base_40,140,2026073140,0,nan,369,910,40000
comm_base_60,140,2026073140,0,nan,210,561,60000
no_vax_base_ops,141,2026073141,0,nan,784,1792,0
no_vax_enh_ops,141,2026073141,0,nan,104,259,0
comm_base_40,141,2026073141,0,nan,316,802,40000
comm_base_60,141,2026073141,0,nan,194,490,60000
no_vax_base_ops,139,2026073139,0,nan,1290,2766,0
no_vax_enh_ops,139,2026073139,1,82.93583277036095,154,341,0
comm_base_40,139,2026073139,0,nan,406,904,40000
comm_base_60,139,2026073139,0,nan,246,593,60000
no_vax_base_ops,144,2026073144,0,nan,1275,2777,0
no_vax_enh_ops,144,2026073144,0,nan,112,234,0
comm_base_40,144,2026073144,0,nan,434,1036,40000
comm_base_60,144,2026073144,0,nan,241,616,60000
no_vax_base_ops,142,2026073142,0,nan,1379,3121,0
no_vax_enh_ops,142,2026073142,1,87.01095561883454,154,347,0
comm_base_40,142,2026073142,0,nan,398,963,40000
comm_base_60,142,2026073142,0,nan,244,619,60000
no_vax_base_ops,145,2026073145,0,nan,1086,2310,0
no_vax_enh_ops,145,2026073145,0,nan,117,255,0
comm_base_40,145,2026073145,0,nan,279,643,40000
comm_base_60,145,2026073145,0,nan,150,377,60000
no_vax_base_ops,143,2026073143,0,nan,1241,2824,0
no_vax_enh_ops,143,2026073143,0,nan,180,392,0
comm_base_40,143,2026073143,0,nan,442,1052,40000
comm_base_60,143,2026073143,0,nan,262,616,60000
no_vax_base_ops,146,2026073146,0,nan,1236,2742,0
no_vax_enh_ops,146,2026073146,0,nan,145,328,0
comm_base_40,146,2026073146,0,nan,325,768,40000
comm_base_60,146,2026073146,0,nan,202,507,60000
no_vax_base_ops,147,2026073147,0,nan,1227,2802,0
no_vax_enh_ops,147,2026073147,0,nan,188,415,0
comm_base_40,147,2026073147,0,nan,346,862,40000
comm_base_60,147,2026073147,0,nan,260,664,60000
no_vax_base_ops,150,2026073150,0,nan,781,1798,0
no_vax_enh_ops,150,2026073150,0,nan,179,390,0
comm_base_40,150,2026073150,0,nan,330,776,40000
comm_base_60,150,2026073150,0,nan,246,582,60000
no_vax_base_ops,148,2026073148,0,nan,1027,2275,0
no_vax_enh_ops,148,2026073148,0,nan,174,391,0
comm_base_40,148,2026073148,0,nan,367,858,40000
comm_base_60,148,2026073148,0,nan,231,567,60000
no_vax_base_ops,149,2026073149,0,nan,1008,2201,0
no_vax_enh_ops,149,2026073149,0,nan,177,400,0
comm_base_40,149,2026073149,0,nan,337,788,40000
comm_base_60,149,2026073149,0,nan,227,571,60000
no_vax_base_ops,151,2026073151,0,nan,1417,3101,0
no_vax_enh_ops,151,2026073151,0,nan,214,478,0
comm_base_40,151,2026073151,0,nan,428,1069,40000
comm_base_60,151,2026073151,0,nan,267,663,60000
no_vax_base_ops,152,2026073152,0,nan,806,1785,0
no_vax_enh_ops,152,2026073152,1,81.383440960174,146,343,0
comm_base_40,152,2026073152,0,nan,227,588,40000
comm_base_60,152,2026073152,0,nan,140,367,60000
no_vax_base_ops,153,2026073153,0,nan,837,1830,0
no_vax_enh_ops,153,2026073153,0,nan,156,360,0
comm_base_40,153,2026073153,0,nan,252,635,40000
comm_base_60,153,2026073153,0,nan,174,439,60000
no_vax_base_ops,154,2026073154,0,nan,1134,2527,0
no_vax_enh_ops,154,2026073154,0,nan,124,308,0
comm_base_40,154,2026073154,0,nan,271,745,40000
comm_base_60,154,2026073154,0,nan,157,435,60000
no_vax_base_ops,155,2026073155,0,nan,1063,2362,0
no_vax_enh_ops,155,2026073155,0,nan,222,469,0
comm_base_40,155,2026073155,0,nan,388,883,40000
comm_base_60,155,2026073155,0,nan,216,513,60000
no_vax_base_ops,156,2026073156,0,nan,850,1914,0
no_vax_enh_ops,156,2026073156,0,nan,191,421,0
comm_base_40,156,2026073156,0,nan,341,804,40000
comm_base_60,156,2026073156,0,nan,166,430,60000
no_vax_base_ops,158,2026073158,0,nan,1079,2449,0
no_vax_enh_ops,158,2026073158,0,nan,121,318,0
comm_base_40,158,2026073158,0,nan,343,862,40000
comm_base_60,158,2026073158,0,nan,206,564,60000
no_vax_base_ops,157,2026073157,0,nan,1292,2886,0
no_vax_enh_ops,157,2026073157,0,nan,149,308,0
comm_base_40,157,2026073157,0,nan,429,989,40000
comm_base_60,157,2026073157,0,nan,262,624,60000
no_vax_base_ops,160,2026073160,0,nan,1078,2390,0
no_vax_enh_ops,160,2026073160,0,nan,144,314,0
comm_base_40,160,2026073160,0,nan,417,988,40000
comm_base_60,160,2026073160,0,nan,235,649,60000
no_vax_base_ops,159,2026073159,0,nan,1112,2384,0
no_vax_enh_ops,159,2026073159,0,nan,173,359,0
comm_base_40,159,2026073159,0,nan,409,953,40000
comm_base_60,159,2026073159,0,nan,239,599,60000
no_vax_base_ops,161,2026073161,0,nan,900,2035,0
no_vax_enh_ops,161,2026073161,0,nan,127,299,0
comm_base_40,161,2026073161,0,nan,313,777,40000
comm_base_60,161,2026073161,0,nan,167,462,60000
no_vax_base_ops,162,2026073162,0,nan,1493,3318,0
no_vax_enh_ops,162,2026073162,0,nan,224,477,0
comm_base_40,162,2026073162,0,nan,476,1117,40000
comm_base_60,162,2026073162,0,nan,281,683,60000
no_vax_base_ops,163,2026073163,0,nan,1260,2737,0
no_vax_enh_ops,163,2026073163,0,nan,194,409,0
comm_base_40,163,2026073163,0,nan,382,870,40000
comm_base_60,163,2026073163,0,nan,245,598,60000
no_vax_base_ops,165,2026073165,0,nan,1135,2428,0
no_vax_enh_ops,165,2026073165,1,87.58007511317538,221,425,0
comm_base_40,165,2026073165,0,nan,437,963,40000
comm_base_60,165,2026073165,0,nan,318,708,60000
no_vax_base_ops,166,2026073166,0,nan,1396,3080,0
no_vax_enh_ops,166,2026073166,0,nan,197,435,0
comm_base_40,166,2026073166,0,nan,362,859,40000
comm_base_60,166,2026073166,0,nan,211,528,60000
no_vax_base_ops,164,2026073164,0,nan,1454,3228,0
no_vax_enh_ops,164,2026073164,0,nan,215,433,0
comm_base_40,164,2026073164,0,nan,345,761,40000
comm_base_60,164,2026073164,0,nan,286,675,60000
no_vax_base_ops,168,2026073168,0,nan,875,1966,0
no_vax_enh_ops,168,2026073168,0,nan,178,384,0
comm_base_40,168,2026073168,0,nan,381,889,40000
comm_base_60,168,2026073168,0,nan,214,495,60000
no_vax_base_ops,169,2026073169,0,nan,910,2006,0
no_vax_enh_ops,169,2026073169,0,nan,179,405,0
comm_base_40,169,2026073169,0,nan,290,723,40000
comm_base_60,169,2026073169,0,nan,172,439,60000
no_vax_base_ops,167,2026073167,0,nan,1656,3615,0
no_vax_enh_ops,167,2026073167,0,nan,248,508,0
comm_base_40,167,2026073167,0,nan,518,1174,40000
comm_base_60,167,2026073167,0,nan,304,754,60000
no_vax_base_ops,170,2026073170,0,nan,999,2234,0
no_vax_enh_ops,170,2026073170,0,nan,151,360,0
comm_base_40,170,2026073170,0,nan,301,751,40000
comm_base_60,170,2026073170,0,nan,194,522,60000
no_vax_base_ops,171,2026073171,0,nan,1121,2493,0
no_vax_enh_ops,171,2026073171,1,89.80016277882419,142,324,0
comm_base_40,171,2026073171,0,nan,300,758,40000
comm_base_60,171,2026073171,0,nan,155,391,60000
no_vax_base_ops,172,2026073172,0,nan,1130,2552,0
no_vax_enh_ops,172,2026073172,0,nan,146,350,0
comm_base_40,172,2026073172,0,nan,405,943,40000
comm_base_60,172,2026073172,0,nan,195,490,60000
no_vax_base_ops,174,2026073174,0,nan,1070,2355,0
no_vax_enh_ops,174,2026073174,0,nan,240,540,0
comm_base_40,174,2026073174,0,nan,405,973,40000
comm_base_60,174,2026073174,0,nan,239,618,60000
no_vax_base_ops,173,2026073173,0,nan,1490,3207,0
no_vax_enh_ops,173,2026073173,0,nan,189,410,0
comm_base_40,173,2026073173,0,nan,549,1286,40000
comm_base_60,173,2026073173,0,nan,232,572,60000
no_vax_base_ops,175,2026073175,0,nan,1131,2499,0
no_vax_enh_ops,175,2026073175,0,nan,178,401,0
comm_base_40,175,2026073175,0,nan,371,893,40000
comm_base_60,175,2026073175,0,nan,263,640,60000
no_vax_base_ops,176,2026073176,0,nan,942,2217,0
no_vax_enh_ops,176,2026073176,0,nan,173,389,0
comm_base_40,176,2026073176,0,nan,290,715,40000
comm_base_60,176,2026073176,0,nan,208,549,60000
no_vax_base_ops,177,2026073177,0,nan,1195,2655,0
no_vax_enh_ops,177,2026073177,0,nan,104,271,0
comm_base_40,177,2026073177,0,nan,358,863,40000
comm_base_60,177,2026073177,0,nan,176,490,60000
no_vax_base_ops,178,2026073178,0,nan,1013,2266,0
no_vax_enh_ops,178,2026073178,0,nan,140,322,0
comm_base_40,178,2026073178,0,nan,292,681,40000
comm_base_60,178,2026073178,0,nan,186,480,60000
no_vax_base_ops,183,2026073183,0,nan,1114,2445,0
no_vax_enh_ops,183,2026073183,0,nan,170,391,0
comm_base_40,183,2026073183,0,nan,324,777,40000
comm_base_60,183,2026073183,0,nan,253,635,60000
no_vax_base_ops,179,2026073179,0,nan,1139,2518,0
no_vax_enh_ops,179,2026073179,0,nan,174,398,0
comm_base_40,179,2026073179,0,nan,330,773,40000
comm_base_60,179,2026073179,0,nan,166,468,60000
no_vax_base_ops,180,2026073180,0,nan,1310,2823,0
no_vax_enh_ops,180,2026073180,0,nan,227,477,0
comm_base_40,180,2026073180,0,nan,430,1018,40000
comm_base_60,180,2026073180,0,nan,304,709,60000
no_vax_base_ops,181,2026073181,0,nan,1044,2384,0
no_vax_enh_ops,181,2026073181,0,nan,168,391,0
comm_base_40,181,2026073181,0,nan,235,566,40000
comm_base_60,181,2026073181,0,nan,185,455,60000
no_vax_base_ops,184,2026073184,0,nan,853,1925,0
no_vax_enh_ops,184,2026073184,0,nan,144,336,0
comm_base_40,184,2026073184,0,nan,225,560,40000
comm_base_60,184,2026073184,0,nan,158,412,60000
no_vax_base_ops,182,2026073182,0,nan,802,1793,0
no_vax_enh_ops,182,2026073182,0,nan,203,474,0
comm_base_40,182,2026073182,0,nan,318,798,40000
comm_base_60,182,2026073182,0,nan,212,542,60000
no_vax_base_ops,185,2026073185,0,nan,1370,2985,0
no_vax_enh_ops,185,2026073185,0,nan,198,430,0
comm_base_40,185,2026073185,0,nan,476,1129,40000
comm_base_60,185,2026073185,0,nan,300,721,60000
no_vax_base_ops,186,2026073186,0,nan,1016,2149,0
no_vax_enh_ops,186,2026073186,0,nan,202,453,0
comm_base_40,186,2026073186,0,nan,291,679,40000
comm_base_60,186,2026073186,0,nan,191,465,60000
no_vax_base_ops,188,2026073188,0,nan,1105,2405,0
no_vax_enh_ops,188,2026073188,0,nan,191,372,0
comm_base_40,188,2026073188,0,nan,385,865,40000
comm_base_60,188,2026073188,0,nan,216,499,60000
no_vax_base_ops,187,2026073187,0,nan,1274,2834,0
no_vax_enh_ops,187,2026073187,1,86.53109126254093,148,332,0
comm_base_40,187,2026073187,0,nan,363,844,40000
comm_base_60,187,2026073187,0,nan,260,640,60000
no_vax_base_ops,189,2026073189,0,nan,1177,2639,0
no_vax_enh_ops,189,2026073189,0,nan,179,389,0
comm_base_40,189,2026073189,0,nan,449,1078,40000
comm_base_60,189,2026073189,0,nan,256,640,60000
no_vax_base_ops,190,2026073190,0,nan,847,1870,0
no_vax_enh_ops,190,2026073190,0,nan,146,288,0
comm_base_40,190,2026073190,0,nan,278,600,40000
comm_base_60,190,2026073190,0,nan,164,366,60000
no_vax_base_ops,192,2026073192,0,nan,1217,2688,0
no_vax_enh_ops,192,2026073192,0,nan,134,297,0
comm_base_40,192,2026073192,0,nan,282,691,40000
comm_base_60,192,2026073192,0,nan,180,434,60000
no_vax_base_ops,191,2026073191,0,nan,1031,2234,0
no_vax_enh_ops,191,2026073191,1,87.78102548281122,144,314,0
comm_base_40,191,2026073191,0,nan,354,868,40000
comm_base_60,191,2026073191,0,nan,207,555,60000
no_vax_base_ops,193,2026073193,0,nan,1162,2518,0
no_vax_enh_ops,193,2026073193,0,nan,192,398,0
comm_base_40,193,2026073193,0,nan,460,1086,40000
comm_base_60,193,2026073193,0,nan,286,723,60000
no_vax_base_ops,194,2026073194,0,nan,901,2006,0
no_vax_enh_ops,194,2026073194,0,nan,201,485,0
comm_base_40,194,2026073194,0,nan,279,752,40000
comm_base_60,194,2026073194,0,nan,207,560,60000
no_vax_base_ops,197,2026073197,0,nan,1025,2252,0
no_vax_enh_ops,197,2026073197,0,nan,186,394,0
comm_base_40,197,2026073197,0,nan,318,728,40000
comm_base_60,197,2026073197,0,nan,211,505,60000
no_vax_base_ops,195,2026073195,0,nan,1252,2763,0
no_vax_enh_ops,195,2026073195,0,nan,191,427,0
comm_base_40,195,2026073195,0,nan,448,1070,40000
comm_base_60,195,2026073195,0,nan,277,686,60000
no_vax_base_ops,196,2026073196,0,nan,1234,2748,0
no_vax_enh_ops,196,2026073196,0,nan,212,461,0
comm_base_40,196,2026073196,0,nan,400,957,40000
comm_base_60,196,2026073196,0,nan,213,555,60000
no_vax_base_ops,200,2026073200,0,nan,1083,2351,0
no_vax_enh_ops,200,2026073200,0,nan,178,387,0
comm_base_40,200,2026073200,0,nan,320,771,40000
comm_base_60,200,2026073200,0,nan,209,494,60000
no_vax_base_ops,199,2026073199,0,nan,911,1951,0
no_vax_enh_ops,199,2026073199,1,83.3441287529061,110,232,0
comm_base_40,199,2026073199,0,nan,235,579,40000
comm_base_60,199,2026073199,0,nan,174,448,60000
no_vax_base_ops,198,2026073198,0,nan,1222,2629,0
no_vax_enh_ops,198,2026073198,0,nan,201,433,0
comm_base_40,198,2026073198,0,nan,384,871,40000
comm_base_60,198,2026073198,0,nan,269,661,60000
no_vax_base_ops,201,2026073201,0,nan,1101,2398,0
no_vax_enh_ops,201,2026073201,0,nan,198,432,0
comm_base_40,201,2026073201,0,nan,395,909,40000
comm_base_60,201,2026073201,0,nan,213,540,60000
no_vax_base_ops,202,2026073202,0,nan,939,2005,0
no_vax_enh_ops,202,2026073202,0,nan,175,397,0
comm_base_40,202,2026073202,0,nan,373,866,40000
comm_base_60,202,2026073202,0,nan,177,446,60000
no_vax_base_ops,204,2026073204,0,nan,1218,2796,0
no_vax_enh_ops,204,2026073204,0,nan,152,337,0
comm_base_40,204,2026073204,0,nan,409,1036,40000
comm_base_60,204,2026073204,0,nan,224,567,60000
no_vax_base_ops,203,2026073203,0,nan,993,2252,0
no_vax_enh_ops,203,2026073203,0,nan,148,347,0
comm_base_40,203,2026073203,0,nan,283,706,40000
comm_base_60,203,2026073203,0,nan,171,466,60000
no_vax_base_ops,208,2026073208,0,nan,1016,2259,0
no_vax_enh_ops,208,2026073208,0,nan,169,391,0
comm_base_40,208,2026073208,0,nan,288,700,40000
comm_base_60,208,2026073208,0,nan,190,470,60000
no_vax_base_ops,206,2026073206,0,nan,1356,2961,0
no_vax_enh_ops,206,2026073206,0,nan,189,428,0
comm_base_40,206,2026073206,0,nan,514,1206,40000
comm_base_60,206,2026073206,0,nan,244,621,60000
no_vax_base_ops,205,2026073205,0,nan,840,1893,0
no_vax_enh_ops,205,2026073205,0,nan,199,454,0
comm_base_40,205,2026073205,0,nan,316,755,40000
comm_base_60,205,2026073205,0,nan,212,532,60000
no_vax_base_ops,210,2026073210,0,nan,830,1806,0
no_vax_enh_ops,210,2026073210,0,nan,120,276,0
comm_base_40,210,2026073210,0,nan,288,679,40000
comm_base_60,210,2026073210,0,nan,142,380,60000
no_vax_base_ops,207,2026073207,0,nan,1895,4271,0
no_vax_enh_ops,207,2026073207,0,nan,179,405,0
comm_base_40,207,2026073207,0,nan,521,1273,40000
comm_base_60,207,2026073207,0,nan,327,817,60000
no_vax_base_ops,209,2026073209,0,nan,1187,2596,0
no_vax_enh_ops,209,2026073209,0,nan,185,397,0
comm_base_40,209,2026073209,0,nan,396,914,40000
comm_base_60,209,2026073209,0,nan,202,475,60000
no_vax_base_ops,213,2026073213,0,nan,1040,2324,0
no_vax_enh_ops,213,2026073213,0,nan,170,390,0
comm_base_40,213,2026073213,0,nan,341,830,40000
comm_base_60,213,2026073213,0,nan,193,511,60000
no_vax_base_ops,211,2026073211,0,nan,988,2149,0
no_vax_enh_ops,211,2026073211,0,nan,260,529,0
comm_base_40,211,2026073211,0,nan,365,849,40000
comm_base_60,211,2026073211,0,nan,245,574,60000
no_vax_base_ops,212,2026073212,0,nan,1363,2984,0
no_vax_enh_ops,212,2026073212,0,nan,241,575,0
comm_base_40,212,2026073212,0,nan,384,907,40000
comm_base_60,212,2026073212,0,nan,257,678,60000
no_vax_base_ops,214,2026073214,0,nan,1390,3078,0
no_vax_enh_ops,214,2026073214,0,nan,205,455,0
comm_base_40,214,2026073214,0,nan,493,1141,40000
comm_base_60,214,2026073214,0,nan,224,579,60000
no_vax_base_ops,217,2026073217,0,nan,1380,3009,0
no_vax_enh_ops,217,2026073217,0,nan,214,439,0
comm_base_40,217,2026073217,0,nan,446,999,40000
comm_base_60,217,2026073217,0,nan,307,714,60000
no_vax_base_ops,215,2026073215,0,nan,1571,3422,0
no_vax_enh_ops,215,2026073215,0,nan,211,467,0
comm_base_40,215,2026073215,0,nan,604,1406,40000
comm_base_60,215,2026073215,0,nan,231,562,60000
no_vax_base_ops,216,2026073216,0,nan,1201,2572,0
no_vax_enh_ops,216,2026073216,0,nan,214,468,0
comm_base_40,216,2026073216,0,nan,432,1046,40000
comm_base_60,216,2026073216,0,nan,243,641,60000
no_vax_base_ops,218,2026073218,0,nan,1010,2267,0
no_vax_enh_ops,218,2026073218,0,nan,127,284,0
comm_base_40,218,2026073218,0,nan,266,636,40000
comm_base_60,218,2026073218,0,nan,183,458,60000
no_vax_base_ops,219,2026073219,0,nan,929,2061,0
no_vax_enh_ops,219,2026073219,0,nan,91,233,0
comm_base_40,219,2026073219,0,nan,263,655,40000
comm_base_60,219,2026073219,0,nan,136,377,60000
no_vax_base_ops,220,2026073220,0,nan,1125,2495,0
no_vax_enh_ops,220,2026073220,0,nan,185,404,0
comm_base_40,220,2026073220,0,nan,425,1017,40000
comm_base_60,220,2026073220,0,nan,251,607,60000
no_vax_base_ops,221,2026073221,0,nan,1509,3238,0
no_vax_enh_ops,221,2026073221,0,nan,218,465,0
comm_base_40,221,2026073221,0,nan,431,969,40000
comm_base_60,221,2026073221,0,nan,290,666,60000
no_vax_base_ops,222,2026073222,0,nan,1147,2616,0
no_vax_enh_ops,222,2026073222,0,nan,128,275,0
comm_base_40,222,2026073222,0,nan,333,798,40000
comm_base_60,222,2026073222,0,nan,227,575,60000
no_vax_base_ops,224,2026073224,0,nan,1399,3138,0
no_vax_enh_ops,224,2026073224,0,nan,145,315,0
comm_base_40,224,2026073224,0,nan,385,927,40000
comm_base_60,224,2026073224,0,nan,244,613,60000
no_vax_base_ops,225,2026073225,0,nan,898,1912,0
no_vax_enh_ops,225,2026073225,0,nan,141,334,0
comm_base_40,225,2026073225,0,nan,327,784,40000
comm_base_60,225,2026073225,0,nan,261,654,60000
no_vax_base_ops,223,2026073223,0,nan,1382,3110,0
no_vax_enh_ops,223,2026073223,1,79.34384839271219,140,305,0
comm_base_40,223,2026073223,0,nan,423,1004,40000
comm_base_60,223,2026073223,0,nan,259,679,60000
no_vax_base_ops,226,2026073226,0,nan,1056,2359,0
no_vax_enh_ops,226,2026073226,0,nan,93,223,0
comm_base_40,226,2026073226,0,nan,236,559,40000
comm_base_60,226,2026073226,0,nan,196,513,60000
no_vax_base_ops,227,2026073227,0,nan,975,2163,0
no_vax_enh_ops,227,2026073227,0,nan,185,411,0
comm_base_40,227,2026073227,0,nan,333,802,40000
comm_base_60,227,2026073227,0,nan,188,512,60000
no_vax_base_ops,228,2026073228,0,nan,904,1991,0
no_vax_enh_ops,228,2026073228,0,nan,171,361,0
comm_base_40,228,2026073228,0,nan,301,692,40000
comm_base_60,228,2026073228,0,nan,170,400,60000
no_vax_base_ops,229,2026073229,0,nan,700,1493,0
no_vax_enh_ops,229,2026073229,0,nan,114,252,0
comm_base_40,229,2026073229,0,nan,252,597,40000
comm_base_60,229,2026073229,0,nan,120,332,60000
no_vax_base_ops,230,2026073230,0,nan,900,2056,0
no_vax_enh_ops,230,2026073230,0,nan,148,371,0
comm_base_40,230,2026073230,0,nan,328,853,40000
comm_base_60,230,2026073230,0,nan,187,538,60000
no_vax_base_ops,233,2026073233,0,nan,1173,2534,0
no_vax_enh_ops,233,2026073233,0,nan,145,339,0
comm_base_40,233,2026073233,0,nan,383,867,40000
comm_base_60,233,2026073233,0,nan,234,561,60000
no_vax_base_ops,234,2026073234,0,nan,1216,2593,0
no_vax_enh_ops,234,2026073234,0,nan,181,365,0
comm_base_40,234,2026073234,0,nan,398,919,40000
comm_base_60,234,2026073234,0,nan,215,502,60000
no_vax_base_ops,232,2026073232,0,nan,995,2200,0
no_vax_enh_ops,232,2026073232,0,nan,214,443,0
comm_base_40,232,2026073232,0,nan,289,684,40000
comm_base_60,232,2026073232,0,nan,223,518,60000
no_vax_base_ops,231,2026073231,0,nan,1557,3421,0
no_vax_enh_ops,231,2026073231,0,nan,181,398,0
comm_base_40,231,2026073231,0,nan,430,976,40000
comm_base_60,231,2026073231,0,nan,243,593,60000
no_vax_base_ops,236,2026073236,0,nan,1217,2676,0
no_vax_enh_ops,236,2026073236,0,nan,156,365,0
comm_base_40,236,2026073236,0,nan,383,904,40000
comm_base_60,236,2026073236,0,nan,255,637,60000
no_vax_base_ops,235,2026073235,0,nan,1556,3438,0
no_vax_enh_ops,235,2026073235,0,nan,201,461,0
comm_base_40,235,2026073235,0,nan,393,940,40000
comm_base_60,235,2026073235,0,nan,263,688,60000
no_vax_base_ops,237,2026073237,0,nan,1076,2391,0
no_vax_enh_ops,237,2026073237,0,nan,190,401,0
comm_base_40,237,2026073237,0,nan,300,705,40000
comm_base_60,237,2026073237,0,nan,245,579,60000
no_vax_base_ops,239,2026073239,0,nan,958,2111,0
no_vax_enh_ops,239,2026073239,0,nan,132,298,0
comm_base_40,239,2026073239,0,nan,292,704,40000
comm_base_60,239,2026073239,0,nan,177,476,60000
no_vax_base_ops,238,2026073238,0,nan,979,2123,0
no_vax_enh_ops,238,2026073238,0,nan,199,422,0
comm_base_40,238,2026073238,0,nan,349,772,40000
comm_base_60,238,2026073238,0,nan,206,481,60000
no_vax_base_ops,240,2026073240,0,nan,878,1882,0
no_vax_enh_ops,240,2026073240,0,nan,208,432,0
comm_base_40,240,2026073240,0,nan,309,699,40000
comm_base_60,240,2026073240,0,nan,177,429,60000
no_vax_base_ops,241,2026073241,0,nan,932,2146,0
no_vax_enh_ops,241,2026073241,0,nan,150,327,0
comm_base_40,241,2026073241,0,nan,326,763,40000
comm_base_60,241,2026073241,0,nan,193,480,60000
no_vax_base_ops,242,2026073242,0,nan,1297,2845,0
no_vax_enh_ops,242,2026073242,0,nan,223,467,0
comm_base_40,242,2026073242,0,nan,564,1338,40000
comm_base_60,242,2026073242,0,nan,333,793,60000
no_vax_base_ops,244,2026073244,0,nan,1113,2511,0
no_vax_enh_ops,244,2026073244,0,nan,147,334,0
comm_base_40,244,2026073244,0,nan,372,887,40000
comm_base_60,244,2026073244,0,nan,213,545,60000
no_vax_base_ops,243,2026073243,0,nan,1099,2376,0
no_vax_enh_ops,243,2026073243,0,nan,196,381,0
comm_base_40,243,2026073243,0,nan,353,787,40000
comm_base_60,243,2026073243,0,nan,228,518,60000
no_vax_base_ops,245,2026073245,0,nan,1136,2556,0
no_vax_enh_ops,245,2026073245,0,nan,217,505,0
comm_base_40,245,2026073245,0,nan,429,1064,40000
comm_base_60,245,2026073245,0,nan,231,592,60000
no_vax_base_ops,248,2026073248,0,nan,869,1909,0
