analysis,base_deaths,coverage,det,max_vaccines,mortality_reduction_pct,replicate,scenario_deaths,seed,trace,ve
fig3_community_ve,548.0,0.0,0.3,0,0.0,88,548.0,2026422088,0.3,0.15
fig3_community_ve,778.0,0.0,0.3,0,0.0,89,778.0,2026422089,0.3,0.15
fig3_community_ve,769.0,0.0,0.3,0,0.0,90,769.0,2026422090,0.3,0.15
fig3_community_ve,695.0,0.0,0.3,0,0.0,91,695.0,2026422091,0.3,0.15
fig3_community_ve,725.0,0.0,0.3,0,0.0,92,725.0,2026422092,0.3,0.15
fig3_community_ve,754.0,0.0,0.3,0,0.0,93,754.0,2026422093,0.3,0.15
fig3_community_ve,826.0,0.0,0.3,0,0.0,94,826.0,2026422094,0.3,0.15
fig3_community_ve,880.0,0.0,0.3,0,0.0,95,880.0,2026422095,0.3,0.15
fig3_community_ve,657.0,0.0,0.3,0,0.0,96,657.0,2026422096,0.3,0.15
fig3_community_ve,767.0,0.0,0.3,0,0.0,97,767.0,2026422097,0.3,0.15
fig3_community_ve,496.0,0.0,0.3,0,0.0,98,496.0,2026422098,0.3,0.15
fig3_community_ve,753.0,0.0,0.3,0,0.0,99,753.0,2026422099,0.3,0.15
fig3_community_ve,755.0,0.0,0.3,0,0.0,0,755.0,2026423000,0.3,0.3
fig3_community_ve,664.0,0.0,0.3,0,0.0,1,664.0,2026423001,0.3,0.3
fig3_community_ve,908.0,0.0,0.3,0,0.0,2,908.0,2026423002,0.3,0.3
fig3_community_ve,851.0,0.0,0.3,0,0.0,3,851.0,2026423003,0.3,0.3
fig3_community_ve,577.0,0.0,0.3,0,0.0,4,577.0,2026423004,0.3,0.3
fig3_community_ve,734.0,0.0,0.3,0,0.0,5,734.0,2026423005,0.3,0.3
fig3_community_ve,519.0,0.0,0.3,0,0.0,6,519.0,2026423006,0.3,0.3
fig3_community_ve,929.9999999999999,0.0,0.3,0,0.0,7,929.9999999999999,2026423007,0.3,0.3
fig3_community_ve,909.0000000000001,0.0,0.3,0,0.0,8,909.0000000000001,2026423008,0.3,0.3
fig3_community_ve,1066.0,0.0,0.3,0,0.0,9,1066.0,2026423009,0.3,0.3
fig3_community_ve,814.0,0.0,0.3,0,0.0,10,814.0,2026423010,0.3,0.3
fig3_community_ve,676.0,0.0,0.3,0,0.0,11,676.0,2026423011,0.3,0.3
fig3_community_ve,1066.0,0.0,0.3,0,0.0,12,1066.0,2026423012,0.3,0.3
fig3_community_ve,673.0,0.0,0.3,0,0.0,13,673.0,2026423013,0.3,0.3
fig3_community_ve,885.0,0.0,0.3,0,0.0,14,885.0,2026423014,0.3,0.3
fig3_community_ve,774.0,0.0,0.3,0,0.0,15,774.0,2026423015,0.3,0.3
fig3_community_ve,840.0,0.0,0.3,0,0.0,16,840.0,2026423016,0.3,0.3
fig3_community_ve,813.0,0.0,0.3,0,0.0,17,813.0,2026423017,0.3,0.3
fig3_community_ve,1225.0,0.0,0.3,0,0.0,18,1225.0,2026423018,0.3,0.3
fig3_community_ve,743.0,0.0,0.3,0,0.0,19,743.0,2026423019,0.3,0.3
fig3_community_ve,672.0,0.0,0.3,0,0.0,20,672.0,2026423020,0.3,0.3
fig3_community_ve,923.0,0.0,0.3,0,0.0,21,923.0,2026423021,0.3,0.3
fig3_community_ve,824.0000000000001,0.0,0.3,0,0.0,22,824.0000000000001,2026423022,0.3,0.3
fig3_community_ve,535.0,0.0,0.3,0,0.0,23,535.0,2026423023,0.3,0.3
fig3_community_ve,710.0,0.0,0.3,0,0.0,24,710.0,2026423024,0.3,0.3
fig3_community_ve,1166.0,0.0,0.3,0,0.0,25,1166.0,2026423025,0.3,0.3
fig3_community_ve,948.0000000000001,0.0,0.3,0,0.0,26,948.0000000000001,2026423026,0.3,0.3
fig3_community_ve,928.0,0.0,0.3,0,0.0,27,928.0,2026423027,0.3,0.3
fig3_community_ve,991.0,0.0,0.3,0,0.0,28,991.0,2026423028,0.3,0.3
fig3_community_ve,810.9999999999999,0.0,0.3,0,0.0,29,810.9999999999999,2026423029,0.3,0.3
fig3_community_ve,779.0,0.0,0.3,0,0.0,30,779.0,2026423030,0.3,0.3
fig3_community_ve,945.0,0.0,0.3,0,0.0,31,945.0,2026423031,0.3,0.3
fig3_community_ve,749.0,0.0,0.3,0,0.0,32,749.0,2026423032,0.3,0.3
fig3_community_ve,1045.0,0.0,0.3,0,0.0,33,1045.0,2026423033,0.3,0.3
fig3_community_ve,650.0,0.0,0.3,0,0.0,34,650.0,2026423034,0.3,0.3
fig3_community_ve,915.0,0.0,0.3,0,0.0,35,915.0,2026423035,0.3,0.3
fig3_community_ve,1001.0,0.0,0.3,0,0.0,36,1001.0,2026423036,0.3,0.3
fig3_community_ve,867.0000000000001,0.0,0.3,0,0.0,37,867.0000000000001,2026423037,0.3,0.3
fig3_community_ve,466.99999999999994,0.0,0.3,0,0.0,38,466.99999999999994,2026423038,0.3,0.3
fig3_community_ve,1021.0,0.0,0.3,0,0.0,39,1021.0,2026423039,0.3,0.3
fig3_community_ve,855.0,0.0,0.3,0,0.0,40,855.0,2026423040,0.3,0.3
fig3_community_ve,1023.0,0.0,0.3,0,0.0,41,1023.0,2026423041,0.3,0.3
fig3_community_ve,789.0,0.0,0.3,0,0.0,42,789.0,2026423042,0.3,0.3
fig3_community_ve,645.0,0.0,0.3,0,0.0,43,645.0,2026423043,0.3,0.3
fig3_community_ve,739.0,0.0,0.3,0,0.0,44,739.0,2026423044,0.3,0.3
fig3_community_ve,773.0,0.0,0.3,0,0.0,45,773.0,2026423045,0.3,0.3
fig3_community_ve,771.0,0.0,0.3,0,0.0,46,771.0,2026423046,0.3,0.3
fig3_community_ve,517.0,0.0,0.3,0,0.0,47,517.0,2026423047,0.3,0.3
fig3_community_ve,631.0,0.0,0.3,0,0.0,48,631.0,2026423048,0.3,0.3
fig3_community_ve,839.0,0.0,0.3,0,0.0,49,839.0,2026423049,0.3,0.3
fig3_community_ve,822.0,0.0,0.3,0,0.0,50,822.0,2026423050,0.3,0.3
fig3_community_ve,826.0,0.0,0.3,0,0.0,51,826.0,2026423051,0.3,0.3
fig3_community_ve,991.0,0.0,0.3,0,0.0,52,991.0,2026423052,0.3,0.3
fig3_community_ve,1115.0,0.0,0.3,0,0.0,53,1115.0,2026423053,0.3,0.3
fig3_community_ve,698.0,0.0,0.3,0,0.0,54,698.0,2026423054,0.3,0.3
fig3_community_ve,919.0,0.0,0.3,0,0.0,55,919.0,2026423055,0.3,0.3
fig3_community_ve,854.0000000000001,0.0,0.3,0,0.0,56,854.0000000000001,2026423056,0.3,0.3
fig3_community_ve,576.0,0.0,0.3,0,0.0,57,576.0,2026423057,0.3,0.3
fig3_community_ve,941.0,0.0,0.3,0,0.0,58,941.0,2026423058,0.3,0.3
fig3_community_ve,933.0,0.0,0.3,0,0.0,59,933.0,2026423059,0.3,0.3
fig3_community_ve,744.0,0.0,0.3,0,0.0,60,744.0,2026423060,0.3,0.3
fig3_community_ve,581.0,0.0,0.3,0,0.0,61,581.0,2026423061,0.3,0.3
fig3_community_ve,839.0,0.0,0.3,0,0.0,62,839.0,2026423062,0.3,0.3
fig3_community_ve,784.0,0.0,0.3,0,0.0,63,784.0,2026423063,0.3,0.3
fig3_community_ve,882.0,0.0,0.3,0,0.0,64,882.0,2026423064,0.3,0.3
fig3_community_ve,757.0,0.0,0.3,0,0.0,65,757.0,2026423065,0.3,0.3
fig3_community_ve,993.9999999999999,0.0,0.3,0,0.0,66,993.9999999999999,2026423066,0.3,0.3
fig3_community_ve,971.0,0.0,0.3,0,0.0,67,971.0,2026423067,0.3,0.3
fig3_community_ve,966.0,0.0,0.3,0,0.0,68,966.0,2026423068,0.3,0.3
fig3_community_ve,782.0,0.0,0.3,0,0.0,69,782.0,2026423069,0.3,0.3
fig3_community_ve,863.0,0.0,0.3,0,0.0,70,863.0,2026423070,0.3,0.3
fig3_community_ve,795.0,0.0,0.3,0,0.0,71,795.0,2026423071,0.3,0.3
fig3_community_ve,733.0,0.0,0.3,0,0.0,72,733.0,2026423072,0.3,0.3
fig3_community_ve,696.0,0.0,0.3,0,0.0,73,696.0,2026423073,0.3,0.3
fig3_community_ve,660.0,0.0,0.3,0,0.0,74,660.0,2026423074,0.3,0.3
fig3_community_ve,925.9999999999999,0.0,0.3,0,0.0,75,925.9999999999999,2026423075,0.3,0.3
fig3_community_ve,687.0,0.0,0.3,0,0.0,76,687.0,2026423076,0.3,0.3
fig3_community_ve,852.9999999999999,0.0,0.3,0,0.0,77,852.9999999999999,2026423077,0.3,0.3
fig3_community_ve,502.0,0.0,0.3,0,0.0,78,502.0,2026423078,0.3,0.3
fig3_community_ve,737.0,0.0,0.3,0,0.0,79,737.0,2026423079,0.3,0.3
fig3_community_ve,733.0,0.0,0.3,0,0.0,80,733.0,2026423080,0.3,0.3
fig3_community_ve,740.0,0.0,0.3,0,0.0,81,740.0,2026423081,0.3,0.3
