analysis,base_deaths,coverage,det,max_vaccines,mortality_reduction_pct,replicate,risk,scenario_deaths,seed,trace,ve
fig3_risk_compensation,933.9999999999999,0.4,0.3,0,84.79657387580299,15,1.25,142.0,2026596015,0.3,0.75
fig3_risk_compensation,1017.0,0.4,0.3,0,77.67944936086529,16,1.25,227.0,2026596016,0.3,0.75
fig3_risk_compensation,451.99999999999994,0.4,0.3,0,68.80530973451327,17,1.25,141.0,2026596017,0.3,0.75
fig3_risk_compensation,990.0000000000001,0.4,0.3,0,77.27272727272728,18,1.25,224.99999999999997,2026596018,0.3,0.75
fig3_risk_compensation,973.0000000000001,0.4,0.3,0,76.05344295991779,19,1.25,233.0,2026596019,0.3,0.75
fig3_risk_compensation,596.0,0.4,0.3,0,66.94630872483222,20,1.25,197.0,2026596020,0.3,0.75
fig3_risk_compensation,640.0,0.4,0.3,0,68.4375,21,1.25,202.0,2026596021,0.3,0.75
fig3_risk_compensation,895.0,0.4,0.3,0,81.56424581005587,22,1.25,165.0,2026596022,0.3,0.75
fig3_risk_compensation,1123.0,0.4,0.3,0,80.49866429207479,23,1.25,219.0,2026596023,0.3,0.75
fig3_risk_compensation,741.0,0.4,0.3,0,71.39001349527665,24,1.25,212.0,2026596024,0.3,0.75
fig3_risk_compensation,833.0000000000001,0.4,0.3,0,77.79111644657864,25,1.25,185.0,2026596025,0.3,0.75
fig3_risk_compensation,912.0,0.4,0.3,0,84.21052631578948,26,1.25,144.0,2026596026,0.3,0.75
fig3_risk_compensation,697.0,0.4,0.3,0,66.28407460545193,27,1.25,235.0,2026596027,0.3,0.75
fig3_risk_compensation,455.0,0.4,0.3,0,62.857142857142854,28,1.25,169.0,2026596028,0.3,0.75
fig3_risk_compensation,531.0,0.4,0.3,0,68.36158192090396,29,1.25,168.0,2026596029,0.3,0.75
fig3_risk_compensation,649.0,0.4,0.3,0,72.57318952234206,30,1.25,178.0,2026596030,0.3,0.75
fig3_risk_compensation,976.9999999999999,0.4,0.3,0,81.57625383828045,31,1.25,180.0,2026596031,0.3,0.75
fig3_risk_compensation,778.0,0.4,0.3,0,73.65038560411311,32,1.25,205.00000000000003,2026596032,0.3,0.75
fig3_risk_compensation,1050.0,0.4,0.3,0,81.23809523809524,33,1.25,197.0,2026596033,0.3,0.75
fig3_risk_compensation,927.0,0.4,0.3,0,80.2588996763754,34,1.25,183.0,2026596034,0.3,0.75
fig3_risk_compensation,585.0,0.4,0.3,0,69.74358974358974,35,1.25,177.0,2026596035,0.3,0.75
fig3_risk_compensation,814.0,0.4,0.3,0,76.65847665847666,36,1.25,190.0,2026596036,0.3,0.75
fig3_risk_compensation,885.0,0.4,0.3,0,74.01129943502825,37,1.25,230.0,2026596037,0.3,0.75
fig3_risk_compensation,963.9999999999999,0.4,0.3,0,86.09958506224066,38,1.25,134.0,2026596038,0.3,0.75
fig3_risk_compensation,653.0,0.4,0.3,0,75.19142419601837,39,1.25,162.0,2026596039,0.3,0.75
fig3_risk_compensation,601.0,0.4,0.3,0,65.22462562396007,40,1.25,208.99999999999997,2026596040,0.3,0.75
fig3_risk_compensation,801.9999999999999,0.4,0.3,0,82.66832917705734,41,1.25,139.0,2026596041,0.3,0.75
fig3_risk_compensation,678.0,0.4,0.3,0,80.08849557522124,42,1.25,135.0,2026596042,0.3,0.75
fig3_risk_compensation,758.0,0.4,0.3,0,70.58047493403694,43,1.25,223.00000000000003,2026596043,0.3,0.75
fig3_risk_compensation,1108.0,0.4,0.3,0,85.92057761732852,44,1.25,156.0,2026596044,0.3,0.75
fig3_risk_compensation,827.0,0.4,0.3,0,75.0906892382104,45,1.25,206.00000000000003,2026596045,0.3,0.75
fig3_risk_compensation,1246.0,0.4,0.3,0,80.4975922953451,46,1.25,243.0,2026596046,0.3,0.75
fig3_risk_compensation,595.0,0.4,0.3,0,71.09243697478992,47,1.25,172.0,2026596047,0.3,0.75
fig3_risk_compensation,717.0,0.4,0.3,0,76.42956764295677,48,1.25,169.0,2026596048,0.3,0.75
fig3_risk_compensation,901.0000000000001,0.4,0.3,0,78.69034406215317,49,1.25,192.0,2026596049,0.3,0.75
fig3_risk_compensation,1225.0,0.4,0.3,0,78.20408163265306,50,1.25,267.0,2026596050,0.3,0.75
fig3_risk_compensation,888.0000000000001,0.4,0.3,0,77.02702702702703,51,1.25,204.00000000000003,2026596051,0.3,0.75
fig3_risk_compensation,1024.0,0.4,0.3,0,72.94921875,52,1.25,277.0,2026596052,0.3,0.75
fig3_risk_compensation,877.0,0.4,0.3,0,75.7126567844926,53,1.25,213.0,2026596053,0.3,0.75
fig3_risk_compensation,941.0,0.4,0.3,0,79.3836344314559,54,1.25,194.0,2026596054,0.3,0.75
fig3_risk_compensation,878.9999999999999,0.4,0.3,0,72.58248009101251,55,1.25,240.99999999999997,2026596055,0.3,0.75
fig3_risk_compensation,818.0,0.4,0.3,0,80.19559902200488,56,1.25,162.0,2026596056,0.3,0.75
fig3_risk_compensation,1103.0,0.4,0.3,0,83.59020852221215,57,1.25,181.0,2026596057,0.3,0.75
fig3_risk_compensation,332.0,0.4,0.3,0,43.674698795180724,58,1.25,187.0,2026596058,0.3,0.75
fig3_risk_compensation,922.0000000000001,0.4,0.3,0,83.40563991323211,59,1.25,153.0,2026596059,0.3,0.75
fig3_risk_compensation,890.0,0.4,0.3,0,75.61797752808988,60,1.25,217.0,2026596060,0.3,0.75
fig3_risk_compensation,1223.0,0.4,0.3,0,86.09975470155355,61,1.25,170.0,2026596061,0.3,0.75
fig3_risk_compensation,986.0000000000001,0.4,0.3,0,78.60040567951319,62,1.25,211.0,2026596062,0.3,0.75
fig3_risk_compensation,1068.0,0.4,0.3,0,82.30337078651685,63,1.25,189.0,2026596063,0.3,0.75
fig3_risk_compensation,693.0,0.4,0.3,0,79.50937950937951,64,1.25,142.0,2026596064,0.3,0.75
fig3_risk_compensation,1036.0,0.4,0.3,0,82.14285714285714,65,1.25,185.0,2026596065,0.3,0.75
fig3_risk_compensation,572.0,0.4,0.3,0,71.67832167832168,66,1.25,162.0,2026596066,0.3,0.75
fig3_risk_compensation,941.0,0.4,0.3,0,75.77045696068012,67,1.25,228.0,2026596067,0.3,0.75
fig3_risk_compensation,1157.0,0.4,0.3,0,80.38029386343993,68,1.25,227.0,2026596068,0.3,0.75
fig3_risk_compensation,844.0,0.4,0.3,0,76.77725118483413,69,1.25,196.0,2026596069,0.3,0.75
fig3_risk_compensation,708.0,0.4,0.3,0,75.14124293785311,70,1.25,176.0,2026596070,0.3,0.75
fig3_risk_compensation,872.0,0.4,0.3,0,78.89908256880734,71,1.25,184.0,2026596071,0.3,0.75
fig3_risk_compensation,925.9999999999999,0.4,0.3,0,79.04967602591792,72,1.25,194.0,2026596072,0.3,0.75
fig3_risk_compensation,933.0,0.4,0.3,0,75.9914255091104,73,1.25,223.99999999999997,2026596073,0.3,0.75
fig3_risk_compensation,667.0,0.4,0.3,0,74.5127436281859,74,1.25,170.0,2026596074,0.3,0.75
fig3_risk_compensation,1093.0,0.4,0.3,0,73.83348581884721,75,1.25,286.0,2026596075,0.3,0.75
fig3_risk_compensation,469.0,0.4,0.3,0,37.10021321961621,76,1.25,295.0,2026596076,0.3,0.75
fig3_risk_compensation,888.0000000000001,0.4,0.3,0,72.63513513513514,77,1.25,243.0,2026596077,0.3,0.75
fig3_risk_compensation,924.0,0.4,0.3,0,84.63203463203463,78,1.25,142.0,2026596078,0.3,0.75
fig3_risk_compensation,525.0,0.4,0.3,0,72.0,79,1.25,147.0,2026596079,0.3,0.75
fig3_risk_compensation,1125.0,0.4,0.3,0,81.68888888888888,80,1.25,206.00000000000003,2026596080,0.3,0.75
fig3_risk_compensation,846.0,0.4,0.3,0,78.36879432624113,81,1.25,183.0,2026596081,0.3,0.75
fig3_risk_compensation,1112.0,0.4,0.3,0,76.61870503597122,82,1.25,260.0,2026596082,0.3,0.75
fig3_risk_compensation,921.0,0.4,0.3,0,82.19326818675353,83,1.25,164.0,2026596083,0.3,0.75
fig3_risk_compensation,649.0,0.4,0.3,0,67.79661016949153,84,1.25,208.99999999999997,2026596084,0.3,0.75
fig3_risk_compensation,812.0,0.4,0.3,0,75.36945812807882,85,1.25,200.0,2026596085,0.3,0.75
fig3_risk_compensation,702.0,0.4,0.3,0,67.23646723646723,86,1.25,230.0,2026596086,0.3,0.75
fig3_risk_compensation,829.0,0.4,0.3,0,72.37635705669481,87,1.25,229.0,2026596087,0.3,0.75
fig3_risk_compensation,716.0,0.4,0.3,0,68.15642458100558,88,1.25,228.0,2026596088,0.3,0.75
fig3_risk_compensation,764.0,0.4,0.3,0,75.91623036649214,89,1.25,184.0,2026596089,0.3,0.75
fig3_risk_compensation,806.0,0.4,0.3,0,73.57320099255583,90,1.25,213.0,2026596090,0.3,0.75
fig3_risk_compensation,1003.0000000000001,0.4,0.3,0,75.27417746759721,91,1.25,248.0,2026596091,0.3,0.75
fig3_risk_compensation,1000.0,0.4,0.3,0,70.0,92,1.25,300.0,2026596092,0.3,0.75
fig3_risk_compensation,813.0,0.4,0.3,0,79.82779827798278,93,1.25,164.0,2026596093,0.3,0.75
fig3_risk_compensation,719.0,0.4,0.3,0,71.07093184979138,94,1.25,207.99999999999997,2026596094,0.3,0.75
fig3_risk_compensation,929.9999999999999,0.4,0.3,0,74.3010752688172,95,1.25,239.00000000000003,2026596095,0.3,0.75
fig3_risk_compensation,752.0,0.4,0.3,0,67.15425531914893,96,1.25,247.0,2026596096,0.3,0.75
fig3_risk_compensation,1274.0,0.4,0.3,0,75.27472527472527,97,1.25,315.0,2026596097,0.3,0.75
fig3_risk_compensation,877.0,0.4,0.3,0,80.84378563283923,98,1.25,168.0,2026596098,0.3,0.75
fig3_risk_compensation,680.0,0.4,0.3,0,69.70588235294117,99,1.25,206.00000000000003,2026596099,0.3,0.75
fig3_risk_compensation,547.0,0.4,0.3,0,65.08226691042047,0,1.25,191.0,2026597000,0.3,0.9
fig3_risk_compensation,617.0,0.4,0.3,0,69.85413290113452,1,1.25,186.0,2026597001,0.3,0.9
fig3_risk_compensation,637.0,0.4,0.3,0,81.4756671899529,2,1.25,118.0,2026597002,0.3,0.9
fig3_risk_compensation,792.0,0.4,0.3,0,76.89393939393939,3,1.25,183.0,2026597003,0.3,0.9
fig3_risk_compensation,729.0,0.4,0.3,0,77.77777777777777,4,1.25,162.0,2026597004,0.3,0.9
fig3_risk_compensation,954.0,0.4,0.3,0,71.69811320754717,5,1.25,270.0,2026597005,0.3,0.9
fig3_risk_compensation,597.0,0.4,0.3,0,72.69681742043551,6,1.25,163.0,2026597006,0.3,0.9
fig3_risk_compensation,858.0000000000001,0.4,0.3,0,73.42657342657344,7,1.25,228.0,2026597007,0.3,0.9
fig3_risk_compensation,1009.0,0.4,0.3,0,81.56590683845391,8,1.25,186.0,2026597008,0.3,0.9
fig3_risk_compensation,987.0,0.4,0.3,0,81.15501519756839,9,1.25,186.0,2026597009,0.3,0.9
fig3_risk_compensation,1092.0,0.4,0.3,0,87.54578754578755,10,1.25,136.0,2026597010,0.3,0.9
fig3_risk_compensation,933.9999999999999,0.4,0.3,0,80.72805139186295,11,1.25,180.0,2026597011,0.3,0.9
fig3_risk_compensation,809.0,0.4,0.3,0,67.86155747836835,12,1.25,260.0,2026597012,0.3,0.9
fig3_risk_compensation,786.0000000000001,0.4,0.3,0,70.7379134860051,13,1.25,230.0,2026597013,0.3,0.9
fig3_risk_compensation,933.9999999999999,0.4,0.3,0,82.01284796573876,14,1.25,168.0,2026597014,0.3,0.9
fig3_risk_compensation,1024.0,0.4,0.3,0,79.8828125,15,1.25,206.00000000000003,2026597015,0.3,0.9
fig3_risk_compensation,771.0,0.4,0.3,0,81.4526588845655,16,1.25,143.0,2026597016,0.3,0.9
fig3_risk_compensation,1023.0,0.4,0.3,0,83.088954056696,17,1.25,173.0,2026597017,0.3,0.9
fig3_risk_compensation,751.0,0.4,0.3,0,66.04527296937417,18,1.25,255.00000000000003,2026597018,0.3,0.9
fig3_risk_compensation,512.0,0.4,0.3,0,71.2890625,19,1.25,147.0,2026597019,0.3,0.9
fig3_risk_compensation,909.0000000000001,0.4,0.3,0,74.14741474147415,20,1.25,235.0,2026597020,0.3,0.9
fig3_risk_compensation,1139.0,0.4,0.3,0,77.7875329236172,21,1.25,253.0,2026597021,0.3,0.9
fig3_risk_compensation,586.0,0.4,0.3,0,70.13651877133105,22,1.25,175.0,2026597022,0.3,0.9
fig3_risk_compensation,757.0,0.4,0.3,0,77.2787318361955,23,1.25,172.0,2026597023,0.3,0.9
fig3_risk_compensation,804.0,0.4,0.3,0,79.4776119402985,24,1.25,165.0,2026597024,0.3,0.9
fig3_risk_compensation,1097.0,0.4,0.3,0,82.49772105742936,25,1.25,192.0,2026597025,0.3,0.9
fig3_risk_compensation,758.0,0.4,0.3,0,83.7730870712401,26,1.25,123.0,2026597026,0.3,0.9
fig3_risk_compensation,765.0,0.4,0.3,0,81.83006535947712,27,1.25,139.0,2026597027,0.3,0.9
fig3_risk_compensation,949.0,0.4,0.3,0,79.34668071654373,28,1.25,196.0,2026597028,0.3,0.9
fig3_risk_compensation,714.0,0.4,0.3,0,79.55182072829132,29,1.25,146.0,2026597029,0.3,0.9
fig3_risk_compensation,1249.0,0.4,0.3,0,84.3074459567654,30,1.25,196.0,2026597030,0.3,0.9
fig3_risk_compensation,869.9999999999999,0.4,0.3,0,73.90804597701148,31,1.25,227.0,2026597031,0.3,0.9
fig3_risk_compensation,692.0,0.4,0.3,0,71.24277456647398,32,1.25,199.0,2026597032,0.3,0.9
fig3_risk_compensation,925.9999999999999,0.4,0.3,0,70.51835853131749,33,1.25,273.0,2026597033,0.3,0.9
fig3_risk_compensation,933.0,0.4,0.3,0,72.66881028938907,34,1.25,255.00000000000003,2026597034,0.3,0.9
fig3_risk_compensation,993.0,0.4,0.3,0,79.35548841893252,35,1.25,205.00000000000003,2026597035,0.3,0.9
fig3_risk_compensation,733.0,0.4,0.3,0,74.48840381991815,36,1.25,187.0,2026597036,0.3,0.9
fig3_risk_compensation,942.0,0.4,0.3,0,86.30573248407643,37,1.25,129.0,2026597037,0.3,0.9
fig3_risk_compensation,827.9999999999999,0.4,0.3,0,79.10628019323671,38,1.25,173.0,2026597038,0.3,0.9
fig3_risk_compensation,651.0,0.4,0.3,0,72.65745007680492,39,1.25,178.0,2026597039,0.3,0.9
fig3_risk_compensation,876.0,0.4,0.3,0,77.05479452054794,40,1.25,201.0,2026597040,0.3,0.9
fig3_risk_compensation,863.0,0.4,0.3,0,79.14252607184241,41,1.25,180.0,2026597041,0.3,0.9
fig3_risk_compensation,910.0,0.4,0.3,0,72.41758241758242,42,1.25,251.0,2026597042,0.3,0.9
fig3_risk_compensation,898.0,0.4,0.3,0,83.184855233853,43,1.25,151.0,2026597043,0.3,0.9
fig3_risk_compensation,877.0,0.4,0.3,0,69.09920182440136,44,1.25,271.0,2026597044,0.3,0.9
fig3_risk_compensation,439.0,0.4,0.3,0,62.18678815489749,45,1.25,166.0,2026597045,0.3,0.9
fig3_risk_compensation,903.9999999999999,0.4,0.3,0,76.32743362831857,46,1.25,214.0,2026597046,0.3,0.9
fig3_risk_compensation,512.0,0.4,0.3,0,55.6640625,47,1.25,227.0,2026597047,0.3,0.9
fig3_risk_compensation,523.0,0.4,0.3,0,53.91969407265774,48,1.25,240.99999999999997,2026597048,0.3,0.9
fig3_risk_compensation,478.00000000000006,0.4,0.3,0,64.85355648535565,49,1.25,168.0,2026597049,0.3,0.9
fig3_risk_compensation,640.0,0.4,0.3,0,68.75,50,1.25,200.0,2026597050,0.3,0.9
fig3_risk_compensation,895.9999999999999,0.4,0.3,0,69.53124999999999,51,1.25,273.0,2026597051,0.3,0.9
fig3_risk_compensation,523.0,0.4,0.3,0,68.06883365200765,52,1.25,167.0,2026597052,0.3,0.9
fig3_risk_compensation,856.0,0.4,0.3,0,77.92056074766356,53,1.25,189.0,2026597053,0.3,0.9
fig3_risk_compensation,941.0,0.4,0.3,0,80.97768331562168,54,1.25,179.0,2026597054,0.3,0.9
fig3_risk_compensation,878.9999999999999,0.4,0.3,0,81.00113765642776,55,1.25,167.0,2026597055,0.3,0.9
fig3_risk_compensation,1069.0,0.4,0.3,0,85.87464920486435,56,1.25,151.0,2026597056,0.3,0.9
fig3_risk_compensation,486.0,0.4,0.3,0,65.63786008230453,57,1.25,167.0,2026597057,0.3,0.9
fig3_risk_compensation,857.0,0.4,0.3,0,77.01283547257876,58,1.25,197.0,2026597058,0.3,0.9
fig3_risk_compensation,596.0,0.4,0.3,0,73.48993288590604,59,1.25,158.0,2026597059,0.3,0.9
fig3_risk_compensation,882.0,0.4,0.3,0,74.71655328798185,60,1.25,223.00000000000003,2026597060,0.3,0.9
fig3_risk_compensation,619.0,0.4,0.3,0,63.97415185783522,61,1.25,223.00000000000003,2026597061,0.3,0.9
fig3_risk_compensation,920.0,0.4,0.3,0,78.80434782608695,62,1.25,195.0,2026597062,0.3,0.9
fig3_risk_compensation,670.0,0.4,0.3,0,70.74626865671642,63,1.25,196.0,2026597063,0.3,0.9
fig3_risk_compensation,945.0,0.4,0.3,0,89.2063492063492,64,1.25,102.00000000000001,2026597064,0.3,0.9
fig3_risk_compensation,650.0,0.4,0.3,0,77.6923076923077,65,1.25,145.0,2026597065,0.3,0.9
fig3_risk_compensation,1151.0,0.4,0.3,0,80.88618592528236,66,1.25,220.0,2026597066,0.3,0.9
fig3_risk_compensation,963.9999999999999,0.4,0.3,0,84.12863070539419,67,1.25,153.0,2026597067,0.3,0.9
fig3_risk_compensation,918.0000000000001,0.4,0.3,0,77.5599128540305,68,1.25,206.00000000000003,2026597068,0.3,0.9
fig3_risk_compensation,1042.0,0.4,0.3,0,85.70057581573896,69,1.25,149.0,2026597069,0.3,0.9
fig3_risk_compensation,592.0,0.4,0.3,0,76.52027027027027,70,1.25,139.0,2026597070,0.3,0.9
fig3_risk_compensation,848.9999999999999,0.4,0.3,0,78.91637220259128,71,1.25,179.0,2026597071,0.3,0.9
fig3_risk_compensation,650.0,0.4,0.3,0,72.3076923076923,72,1.25,180.0,2026597072,0.3,0.9
fig3_risk_compensation,772.0,0.4,0.3,0,75.51813471502591,73,1.25,189.0,2026597073,0.3,0.9
fig3_risk_compensation,688.0,0.4,0.3,0,82.26744186046511,74,1.25,122.0,2026597074,0.3,0.9
fig3_risk_compensation,929.9999999999999,0.4,0.3,0,88.81720430107526,75,1.25,103.99999999999999,2026597075,0.3,0.9
fig3_risk_compensation,950.0,0.4,0.3,0,83.6842105263158,76,1.25,155.0,2026597076,0.3,0.9
fig3_risk_compensation,1081.0,0.4,0.3,0,82.6086956521739,77,1.25,188.0,2026597077,0.3,0.9
fig3_risk_compensation,1004.0,0.4,0.3,0,84.4621513944223,78,1.25,156.0,2026597078,0.3,0.9
fig3_risk_compensation,929.9999999999999,0.4,0.3,0,76.55913978494623,79,1.25,218.0,2026597079,0.3,0.9
fig3_risk_compensation,671.0,0.4,0.3,0,62.59314456035767,80,1.25,251.0,2026597080,0.3,0.9
fig3_risk_compensation,533.0,0.4,0.3,0,72.42026266416511,81,1.25,147.0,2026597081,0.3,0.9
fig3_risk_compensation,852.0,0.4,0.3,0,73.82629107981221,82,1.25,223.00000000000003,2026597082,0.3,0.9
fig3_risk_compensation,701.0,0.4,0.3,0,76.46219686162625,83,1.25,165.0,2026597083,0.3,0.9
fig3_risk_compensation,1031.0,0.4,0.3,0,80.11639185257032,84,1.25,205.00000000000003,2026597084,0.3,0.9
fig3_risk_compensation,820.0000000000001,0.4,0.3,0,85.0,85,1.25,123.0,2026597085,0.3,0.9
fig3_risk_compensation,522.0,0.4,0.3,0,70.49808429118774,86,1.25,154.0,2026597086,0.3,0.9
fig3_risk_compensation,797.0,0.4,0.3,0,74.40401505646173,87,1.25,204.00000000000003,2026597087,0.3,0.9
fig3_risk_compensation,892.0000000000001,0.4,0.3,0,79.7085201793722,88,1.25,181.0,2026597088,0.3,0.9
fig3_risk_compensation,859.0,0.4,0.3,0,78.11408614668218,89,1.25,188.0,2026597089,0.3,0.9
fig3_risk_compensation,617.0,0.4,0.3,0,79.74068071312804,90,1.25,125.0,2026597090,0.3,0.9
fig3_risk_compensation,784.9999999999999,0.4,0.3,0,72.86624203821655,91,1.25,213.0,2026597091,0.3,0.9
fig3_risk_compensation,1244.0,0.4,0.3,0,86.57556270096462,92,1.25,167.0,2026597092,0.3,0.9
fig3_risk_compensation,636.0,0.4,0.3,0,70.28301886792453,93,1.25,189.0,2026597093,0.3,0.9
fig3_risk_compensation,784.0,0.4,0.3,0,69.26020408163265,94,1.25,240.99999999999997,2026597094,0.3,0.9
fig3_risk_compensation,627.0,0.4,0.3,0,74.96012759170654,95,1.25,157.0,2026597095,0.3,0.9
fig3_risk_compensation,1079.0,0.4,0.3,0,86.74698795180723,96,1.25,143.0,2026597096,0.3,0.9
fig3_risk_compensation,898.0,0.4,0.3,0,80.73496659242761,97,1.25,173.0,2026597097,0.3,0.9
fig3_risk_compensation,663.0,0.4,0.3,0,74.81146304675717,98,1.25,167.0,2026597098,0.3,0.9
fig3_risk_compensation,800.0,0.4,0.3,0,69.125,99,1.25,247.0,2026597099,0.3,0.9
fig3_risk_compensation,1110.0,0.4,0.3,0,69.72972972972973,0,1.25,336.0,2026593000,0.3,0.3
fig3_risk_compensation,788.0,0.4,0.3,0,30.96446700507614,1,1.25,544.0,2026593001,0.3,0.3
fig3_risk_compensation,1009.0,0.4,0.3,0,47.968285431119924,2,1.25,525.0,2026593002,0.3,0.3
fig3_risk_compensation,556.0,0.4,0.3,0,27.697841726618705,3,1.25,402.0,2026593003,0.3,0.3
fig3_risk_compensation,692.0,0.4,0.3,0,45.809248554913296,4,1.25,375.0,2026593004,0.3,0.3
fig3_risk_compensation,757.0,0.4,0.3,0,33.68560105680317,5,1.25,502.0,2026593005,0.3,0.3
fig3_risk_compensation,684.0,0.4,0.3,0,13.011695906432749,6,1.25,595.0,2026593006,0.3,0.3
fig3_risk_compensation,1052.0,0.4,0.3,0,69.10646387832699,7,1.25,325.0,2026593007,0.3,0.3
fig3_risk_compensation,970.0,0.4,0.3,0,51.649484536082475,8,1.25,469.0,2026593008,0.3,0.3
fig3_risk_compensation,911.0,0.4,0.3,0,49.615806805708004,9,1.25,459.00000000000006,2026593009,0.3,0.3
fig3_risk_compensation,937.0,0.4,0.3,0,43.11632870864461,10,1.25,533.0,2026593010,0.3,0.3
fig3_risk_compensation,1214.0,0.4,0.3,0,55.35420098846787,11,1.25,542.0,2026593011,0.3,0.3
fig3_risk_compensation,829.0,0.4,0.3,0,19.5416164053076,12,1.25,667.0,2026593012,0.3,0.3
fig3_risk_compensation,901.0000000000001,0.4,0.3,0,46.059933407325204,13,1.25,486.0,2026593013,0.3,0.3
fig3_risk_compensation,911.0,0.4,0.3,0,42.70032930845225,14,1.25,522.0,2026593014,0.3,0.3
fig3_risk_compensation,1066.0,0.4,0.3,0,66.32270168855534,15,1.25,359.0,2026593015,0.3,0.3
fig3_risk_compensation,701.0,0.4,0.3,0,46.07703281027104,16,1.25,378.0,2026593016,0.3,0.3
fig3_risk_compensation,880.0,0.4,0.3,0,40.79545454545455,17,1.25,521.0,2026593017,0.3,0.3
fig3_risk_compensation,1255.0,0.4,0.3,0,72.82868525896414,18,1.25,341.0,2026593018,0.3,0.3
fig3_risk_compensation,867.0000000000001,0.4,0.3,0,47.40484429065745,19,1.25,456.0,2026593019,0.3,0.3
fig3_risk_compensation,1116.0,0.4,0.3,0,44.89247311827957,20,1.25,615.0,2026593020,0.3,0.3
fig3_risk_compensation,1332.0,0.4,0.3,0,75.37537537537537,21,1.25,328.0,2026593021,0.3,0.3
fig3_risk_compensation,560.0,0.4,0.3,0,16.071428571428573,22,1.25,470.0,2026593022,0.3,0.3
fig3_risk_compensation,928.0,0.4,0.3,0,50.43103448275862,23,1.25,460.0,2026593023,0.3,0.3
fig3_risk_compensation,662.0,0.4,0.3,0,46.37462235649547,24,1.25,355.0,2026593024,0.3,0.3
fig3_risk_compensation,899.9999999999999,0.4,0.3,0,66.99999999999999,25,1.25,297.0,2026593025,0.3,0.3
fig3_risk_compensation,730.0,0.4,0.3,0,33.28767123287671,26,1.25,487.0,2026593026,0.3,0.3
fig3_risk_compensation,776.0,0.4,0.3,0,42.525773195876276,27,1.25,446.00000000000006,2026593027,0.3,0.3
fig3_risk_compensation,649.0,0.4,0.3,0,25.26964560862866,28,1.25,485.0,2026593028,0.3,0.3
fig3_risk_compensation,745.0,0.4,0.3,0,14.36241610738255,29,1.25,638.0,2026593029,0.3,0.3
fig3_risk_compensation,550.0,0.4,0.3,0,43.45454545454545,30,1.25,311.0,2026593030,0.3,0.3
fig3_risk_compensation,766.0,0.4,0.3,0,53.00261096605744,31,1.25,360.0,2026593031,0.3,0.3
fig3_risk_compensation,1043.0,0.4,0.3,0,55.32118887823586,32,1.25,466.0,2026593032,0.3,0.3
fig3_risk_compensation,1008.0,0.4,0.3,0,51.28968253968254,33,1.25,491.00000000000006,2026593033,0.3,0.3
fig3_risk_compensation,834.0,0.4,0.3,0,49.8800959232614,34,1.25,417.99999999999994,2026593034,0.3,0.3
fig3_risk_compensation,848.9999999999999,0.4,0.3,0,70.2002355712603,35,1.25,253.0,2026593035,0.3,0.3
fig3_risk_compensation,507.0,0.4,0.3,0,23.274161735700197,36,1.25,389.0,2026593036,0.3,0.3
fig3_risk_compensation,634.0,0.4,0.3,0,24.44794952681388,37,1.25,479.0,2026593037,0.3,0.3
fig3_risk_compensation,1045.0,0.4,0.3,0,48.038277511961724,38,1.25,543.0,2026593038,0.3,0.3
fig3_risk_compensation,748.0,0.4,0.3,0,56.55080213903744,39,1.25,325.0,2026593039,0.3,0.3
fig3_risk_compensation,925.0,0.4,0.3,0,52.32432432432432,40,1.25,441.0,2026593040,0.3,0.3
fig3_risk_compensation,1001.0,0.4,0.3,0,49.95004995004996,41,1.25,500.99999999999994,2026593041,0.3,0.3
fig3_risk_compensation,764.0,0.4,0.3,0,33.769633507853406,42,1.25,506.0,2026593042,0.3,0.3
fig3_risk_compensation,1083.0,0.4,0.3,0,56.41735918744229,43,1.25,472.0,2026593043,0.3,0.3
fig3_risk_compensation,800.0,0.4,0.3,0,55.375,44,1.25,357.0,2026593044,0.3,0.3
fig3_risk_compensation,829.0,0.4,0.3,0,49.21592279855247,45,1.25,421.0,2026593045,0.3,0.3
fig3_risk_compensation,615.0,0.4,0.3,0,7.317073170731708,46,1.25,570.0,2026593046,0.3,0.3
fig3_risk_compensation,732.0,0.4,0.3,0,20.901639344262296,47,1.25,579.0,2026593047,0.3,0.3
fig3_risk_compensation,1090.0,0.4,0.3,0,70.73394495412845,48,1.25,319.0,2026593048,0.3,0.3
fig3_risk_compensation,925.9999999999999,0.4,0.3,0,58.85529157667386,49,1.25,381.0,2026593049,0.3,0.3
fig3_risk_compensation,791.0,0.4,0.3,0,52.84450063211125,50,1.25,373.0,2026593050,0.3,0.3
fig3_risk_compensation,974.0,0.4,0.3,0,34.29158110882957,51,1.25,640.0,2026593051,0.3,0.3
fig3_risk_compensation,739.0,0.4,0.3,0,34.50608930987822,52,1.25,483.99999999999994,2026593052,0.3,0.3
fig3_risk_compensation,873.0,0.4,0.3,0,45.81901489117984,53,1.25,473.0,2026593053,0.3,0.3
fig3_risk_compensation,727.0,0.4,0.3,0,28.198074277854197,54,1.25,522.0,2026593054,0.3,0.3
fig3_risk_compensation,784.0,0.4,0.3,0,34.566326530612244,55,1.25,513.0,2026593055,0.3,0.3
fig3_risk_compensation,859.0,0.4,0.3,0,73.34109429569267,56,1.25,229.0,2026593056,0.3,0.3
fig3_risk_compensation,800.0,0.4,0.3,0,48.125,57,1.25,415.0,2026593057,0.3,0.3
