strategy,horizon,replicate_id,simulation_seed,cases,deaths,doses
comm_base_60,180,226,2026080626,459.00000000000006,180.0,60000
no_vax_base_ops,90,227,2026080627,1850.9999999999998,846.0,0
no_vax_enh_ops,90,227,2026080627,345.0,149.0,0
vax_base_ops,90,227,2026080627,1607.0,708.0,6952
vax_enh_ops,90,227,2026080627,237.00000000000003,94.0,7810
comm_base_40,90,227,2026080627,747.0,314.0,40000
comm_base_60,90,227,2026080627,393.00000000000006,154.0,60000
no_vax_base_ops,180,227,2026080627,6993.000000000001,3145.0,0
no_vax_enh_ops,180,227,2026080627,352.0,151.0,0
vax_base_ops,180,227,2026080627,3118.0,1380.0,15657
vax_enh_ops,180,227,2026080627,237.00000000000003,94.0,16786
comm_base_40,180,227,2026080627,1007.0000000000001,423.0,40000
comm_base_60,180,227,2026080627,421.0,167.0,60000
no_vax_base_ops,90,228,2026080628,1721.0,788.0,0
no_vax_enh_ops,90,228,2026080628,238.00000000000003,103.99999999999999,0
vax_base_ops,90,228,2026080628,1135.0,518.0,7529
vax_enh_ops,90,228,2026080628,278.0,118.0,8210
comm_base_40,90,228,2026080628,451.99999999999994,199.0,40000
comm_base_60,90,228,2026080628,259.0,103.99999999999999,60000
no_vax_base_ops,180,228,2026080628,6469.0,2967.0,0
no_vax_enh_ops,180,228,2026080628,238.00000000000003,103.99999999999999,0
vax_base_ops,180,228,2026080628,2210.0,991.0,16252
vax_enh_ops,180,228,2026080628,284.0,119.99999999999999,17149
comm_base_40,180,228,2026080628,563.0,244.0,40000
comm_base_60,180,228,2026080628,267.0,109.0,60000
no_vax_base_ops,90,229,2026080629,1382.0,612.0,0
no_vax_enh_ops,90,229,2026080629,300.0,129.0,0
vax_base_ops,90,229,2026080629,1133.0,464.99999999999994,7169
vax_enh_ops,90,229,2026080629,300.0,125.0,8233
comm_base_40,90,229,2026080629,514.0,202.0,40000
comm_base_60,90,229,2026080629,369.0,143.0,60000
no_vax_base_ops,180,229,2026080629,6073.0,2761.0,0
no_vax_enh_ops,180,229,2026080629,337.0,149.0,0
vax_base_ops,180,229,2026080629,2294.0,989.0,15977
vax_enh_ops,180,229,2026080629,308.0,131.0,17197
comm_base_40,180,229,2026080629,766.0,304.0,40000
comm_base_60,180,229,2026080629,398.0,154.0,60000
no_vax_base_ops,90,230,2026080630,1485.0,692.0,0
no_vax_enh_ops,90,230,2026080630,225.99999999999997,103.00000000000001,0
vax_base_ops,90,230,2026080630,1075.0,483.99999999999994,6731
vax_enh_ops,90,230,2026080630,174.0,77.0,8044
comm_base_40,90,230,2026080630,557.0,254.00000000000003,40000
comm_base_60,90,230,2026080630,457.0,196.0,60000
no_vax_base_ops,180,230,2026080630,5732.0,2618.0,0
no_vax_enh_ops,180,230,2026080630,231.0,106.0,0
vax_base_ops,180,230,2026080630,2291.0,1010.9999999999999,15489
vax_enh_ops,180,230,2026080630,183.0,82.0,16941
comm_base_40,180,230,2026080630,685.0,312.0,40000
comm_base_60,180,230,2026080630,472.0,201.0,60000
no_vax_base_ops,90,232,2026080632,1660.0,775.0,0
no_vax_enh_ops,90,232,2026080632,237.00000000000003,110.0,0
vax_base_ops,90,232,2026080632,1235.0,559.0,6071
vax_enh_ops,90,232,2026080632,233.0,107.0,8158
comm_base_40,90,232,2026080632,597.0,249.0,40000
comm_base_60,90,232,2026080632,284.0,110.0,60000
no_vax_base_ops,180,232,2026080632,6374.000000000001,2914.0,0
no_vax_enh_ops,180,232,2026080632,237.00000000000003,110.0,0
vax_base_ops,180,232,2026080632,2909.0,1276.0,14777
vax_enh_ops,180,232,2026080632,233.0,107.0,17106
comm_base_40,180,232,2026080632,709.0,297.0,40000
comm_base_60,180,232,2026080632,294.0,116.0,60000
no_vax_base_ops,90,231,2026080631,3241.0,1471.0,0
no_vax_enh_ops,90,231,2026080631,331.0,144.0,0
vax_base_ops,90,231,2026080631,2009.0,886.9999999999999,7593
vax_enh_ops,90,231,2026080631,249.0,101.0,8159
comm_base_40,90,231,2026080631,796.0,312.0,40000
comm_base_60,90,231,2026080631,498.99999999999994,185.0,60000
no_vax_base_ops,180,231,2026080631,10990.0,5028.0,0
no_vax_enh_ops,180,231,2026080631,331.0,144.0,0
vax_base_ops,180,231,2026080631,3622.0,1590.0,16131
vax_enh_ops,180,231,2026080631,249.0,101.0,17111
comm_base_40,180,231,2026080631,946.0,388.0,40000
comm_base_60,180,231,2026080631,521.0,190.0,60000
no_vax_base_ops,90,233,2026080633,1859.0,847.0,0
no_vax_enh_ops,90,233,2026080633,338.0,141.0,0
vax_base_ops,90,233,2026080633,1281.0,557.0,7599
vax_enh_ops,90,233,2026080633,247.0,96.0,8035
comm_base_40,90,233,2026080633,639.0,259.0,40000
comm_base_60,90,233,2026080633,354.0,135.0,60000
no_vax_base_ops,180,233,2026080633,6880.0,3139.0,0
no_vax_enh_ops,180,233,2026080633,350.0,147.0,0
vax_base_ops,180,233,2026080633,2237.0,971.0,16394
vax_enh_ops,180,233,2026080633,248.0,97.0,17027
comm_base_40,180,233,2026080633,790.0000000000001,321.0,40000
comm_base_60,180,233,2026080633,360.0,138.0,60000
no_vax_base_ops,90,234,2026080634,1547.0,710.0,0
no_vax_enh_ops,90,234,2026080634,221.00000000000003,106.0,0
vax_base_ops,90,234,2026080634,1079.0,479.0,6859
vax_enh_ops,90,234,2026080634,258.0,118.0,8154
comm_base_40,90,234,2026080634,619.0,259.0,40000
comm_base_60,90,234,2026080634,417.99999999999994,161.0,60000
no_vax_base_ops,180,234,2026080634,5438.0,2456.0,0
no_vax_enh_ops,180,234,2026080634,221.00000000000003,106.0,0
vax_base_ops,180,234,2026080634,1626.0,724.0,15676
vax_enh_ops,180,234,2026080634,260.0,118.0,17108
comm_base_40,180,234,2026080634,744.0,313.0,40000
comm_base_60,180,234,2026080634,438.0,168.0,60000
no_vax_base_ops,90,238,2026080638,1721.0,756.0,0
no_vax_enh_ops,90,238,2026080638,203.0,91.0,0
vax_base_ops,90,238,2026080638,946.0,412.00000000000006,6995
vax_enh_ops,90,238,2026080638,250.0,107.0,7825
comm_base_40,90,238,2026080638,519.0,202.0,40000
comm_base_60,90,238,2026080638,335.0,125.0,60000
no_vax_base_ops,180,238,2026080638,5540.0,2550.0,0
no_vax_enh_ops,180,238,2026080638,203.0,91.0,0
vax_base_ops,180,238,2026080638,1856.0,782.0,15797
vax_enh_ops,180,238,2026080638,250.0,107.0,16817
comm_base_40,180,238,2026080638,669.0,268.0,40000
comm_base_60,180,238,2026080638,354.0,132.0,60000
no_vax_base_ops,90,236,2026080636,1512.0,642.0,0
no_vax_enh_ops,90,236,2026080636,349.0,138.0,0
vax_base_ops,90,236,2026080636,1540.0,639.0,7782
vax_enh_ops,90,236,2026080636,264.0,111.00000000000001,8348
comm_base_40,90,236,2026080636,865.0,327.0,40000
comm_base_60,90,236,2026080636,542.0,194.0,60000
no_vax_base_ops,180,236,2026080636,4723.0,2166.0,0
no_vax_enh_ops,180,236,2026080636,359.0,142.0,0
vax_base_ops,180,236,2026080636,2551.0,1102.0,16536
vax_enh_ops,180,236,2026080636,264.0,111.00000000000001,17316
comm_base_40,180,236,2026080636,1067.0,406.0,40000
comm_base_60,180,236,2026080636,593.0,211.0,60000
no_vax_base_ops,90,235,2026080635,1992.0,906.0,0
no_vax_enh_ops,90,235,2026080635,405.0,184.0,0
vax_base_ops,90,235,2026080635,1634.0,736.0,6995
vax_enh_ops,90,235,2026080635,395.00000000000006,180.0,8029
comm_base_40,90,235,2026080635,696.0,295.0,40000
comm_base_60,90,235,2026080635,393.00000000000006,164.0,60000
no_vax_base_ops,180,235,2026080635,7810.0,3602.0000000000005,0
no_vax_enh_ops,180,235,2026080635,420.0,192.0,0
vax_base_ops,180,235,2026080635,2952.0,1322.0,15674
vax_enh_ops,180,235,2026080635,396.0,180.0,16954
comm_base_40,180,235,2026080635,807.0000000000001,345.0,40000
comm_base_60,180,235,2026080635,395.00000000000006,165.0,60000
no_vax_base_ops,90,237,2026080637,1905.0,912.9999999999999,0
no_vax_enh_ops,90,237,2026080637,286.0,135.0,0
vax_base_ops,90,237,2026080637,1717.0000000000002,809.0,6861
vax_enh_ops,90,237,2026080637,230.0,107.0,8114
comm_base_40,90,237,2026080637,760.0,349.0,40000
comm_base_60,90,237,2026080637,619.0,253.0,60000
no_vax_base_ops,180,237,2026080637,5400.0,2525.0,0
no_vax_enh_ops,180,237,2026080637,287.0,135.0,0
vax_base_ops,180,237,2026080637,3873.0,1753.0,15495
vax_enh_ops,180,237,2026080637,230.0,107.0,17086
comm_base_40,180,237,2026080637,980.9999999999999,446.00000000000006,40000
comm_base_60,180,237,2026080637,708.0,298.0,60000
no_vax_base_ops,90,239,2026080639,1127.0,512.0,0
no_vax_enh_ops,90,239,2026080639,327.0,154.0,0
vax_base_ops,90,239,2026080639,889.0,398.99999999999994,6828
vax_enh_ops,90,239,2026080639,306.0,141.0,8312
comm_base_40,90,239,2026080639,440.0,180.0,40000
comm_base_60,90,239,2026080639,341.0,144.0,60000
no_vax_base_ops,180,239,2026080639,4121.0,1866.0,0
no_vax_enh_ops,180,239,2026080639,334.0,155.0,0
vax_base_ops,180,239,2026080639,1771.0,782.0,15655
vax_enh_ops,180,239,2026080639,306.0,141.0,17292
comm_base_40,180,239,2026080639,612.0,255.00000000000003,40000
comm_base_60,180,239,2026080639,403.0,169.0,60000
no_vax_base_ops,90,241,2026080641,1440.0,651.0,0
no_vax_enh_ops,90,241,2026080641,224.99999999999997,103.00000000000001,0
vax_base_ops,90,241,2026080641,1070.0,481.0,6790
vax_enh_ops,90,241,2026080641,204.00000000000003,92.0,8093
comm_base_40,90,241,2026080641,440.0,187.0,40000
comm_base_60,90,241,2026080641,309.0,134.0,60000
no_vax_base_ops,180,241,2026080641,4673.0,2065.0,0
no_vax_enh_ops,180,241,2026080641,228.0,106.0,0
vax_base_ops,180,241,2026080641,2178.0,959.0,15575
vax_enh_ops,180,241,2026080641,206.99999999999997,94.0,17069
comm_base_40,180,241,2026080641,694.0,290.0,40000
comm_base_60,180,241,2026080641,312.0,135.0,60000
no_vax_base_ops,90,240,2026080640,2063.0,899.0,0
no_vax_enh_ops,90,240,2026080640,264.0,119.99999999999999,0
vax_base_ops,90,240,2026080640,1314.0,558.0,7060
vax_enh_ops,90,240,2026080640,244.0,106.0,8150
comm_base_40,90,240,2026080640,606.0,254.00000000000003,40000
comm_base_60,90,240,2026080640,412.00000000000006,164.0,60000
no_vax_base_ops,180,240,2026080640,6940.0,3092.0,0
no_vax_enh_ops,180,240,2026080640,266.0,120.99999999999999,0
vax_base_ops,180,240,2026080640,2425.0,1010.0,15801
vax_enh_ops,180,240,2026080640,247.0,107.0,17121
comm_base_40,180,240,2026080640,800.0,341.0,40000
comm_base_60,180,240,2026080640,446.00000000000006,176.0,60000
no_vax_base_ops,90,242,2026080642,1697.0,781.0,0
no_vax_enh_ops,90,242,2026080642,288.0,133.0,0
vax_base_ops,90,242,2026080642,1293.0,592.0,7157
vax_enh_ops,90,242,2026080642,240.99999999999997,111.99999999999999,8158
comm_base_40,90,242,2026080642,658.0,295.0,40000
comm_base_60,90,242,2026080642,460.0,192.0,60000
no_vax_base_ops,180,242,2026080642,5668.0,2554.0,0
no_vax_enh_ops,180,242,2026080642,292.0,135.0,0
vax_base_ops,180,242,2026080642,2556.0,1136.0,15873
vax_enh_ops,180,242,2026080642,241.99999999999997,111.99999999999999,17107
comm_base_40,180,242,2026080642,796.0,354.0,40000
comm_base_60,180,242,2026080642,485.0,204.00000000000003,60000
no_vax_base_ops,90,244,2026080644,1739.9999999999998,818.9999999999999,0
no_vax_enh_ops,90,244,2026080644,191.0,93.0,0
vax_base_ops,90,244,2026080644,1774.9999999999998,810.0,6657
vax_enh_ops,90,244,2026080644,171.0,82.0,8252
comm_base_40,90,244,2026080644,656.0,288.0,40000
comm_base_60,90,244,2026080644,368.0,153.0,60000
no_vax_base_ops,180,244,2026080644,5466.0,2524.0,0
no_vax_enh_ops,180,244,2026080644,228.0,109.0,0
vax_base_ops,180,244,2026080644,3835.0,1731.0,15282
vax_enh_ops,180,244,2026080644,171.0,82.0,16016
comm_base_40,180,244,2026080644,884.0000000000001,400.0,40000
comm_base_60,180,244,2026080644,392.0,164.0,60000
no_vax_base_ops,90,243,2026080643,1469.0,664.0,0
no_vax_enh_ops,90,243,2026080643,417.0,188.0,0
vax_base_ops,90,243,2026080643,1324.0,570.0,7215
vax_enh_ops,90,243,2026080643,391.0,172.0,8075
comm_base_40,90,243,2026080643,560.0,228.0,40000
comm_base_60,90,243,2026080643,417.99999999999994,170.0,60000
no_vax_base_ops,180,243,2026080643,5189.0,2367.0,0
no_vax_enh_ops,180,243,2026080643,425.00000000000006,194.0,0
vax_base_ops,180,243,2026080643,2375.0,1050.0,15938
vax_enh_ops,180,243,2026080643,413.0,182.0,16991
comm_base_40,180,243,2026080643,668.0,271.0,40000
comm_base_60,180,243,2026080643,436.0,175.0,60000
no_vax_base_ops,90,245,2026080645,1734.0000000000002,780.0,0
no_vax_enh_ops,90,245,2026080645,256.0,131.0,0
vax_base_ops,90,245,2026080645,1296.0,581.0,6943
vax_enh_ops,90,245,2026080645,252.0,125.0,7868
comm_base_40,90,245,2026080645,519.0,243.0,40000
comm_base_60,90,245,2026080645,390.0,168.0,60000
no_vax_base_ops,180,245,2026080645,6057.0,2775.0,0
no_vax_enh_ops,180,245,2026080645,260.0,133.0,0
vax_base_ops,180,245,2026080645,2298.0,997.0,15706
vax_enh_ops,180,245,2026080645,252.0,125.0,16852
comm_base_40,180,245,2026080645,654.0,297.0,40000
comm_base_60,180,245,2026080645,411.0,179.0,60000
no_vax_base_ops,90,246,2026080646,2657.0,1228.0,0
no_vax_enh_ops,90,246,2026080646,358.0,184.0,0
vax_base_ops,90,246,2026080646,1879.0000000000002,847.0,7288
vax_enh_ops,90,246,2026080646,310.0,154.0,8187
comm_base_40,90,246,2026080646,727.0,320.0,40000
comm_base_60,90,246,2026080646,423.0,185.0,60000
no_vax_base_ops,180,246,2026080646,9298.0,4285.0,0
no_vax_enh_ops,180,246,2026080646,374.0,193.0,0
vax_base_ops,180,246,2026080646,4119.0,1844.0000000000002,15890
vax_enh_ops,180,246,2026080646,319.0,158.0,17131
comm_base_40,180,246,2026080646,901.0000000000001,396.99999999999994,40000
comm_base_60,180,246,2026080646,446.00000000000006,192.0,60000
no_vax_base_ops,90,248,2026080648,1624.0,747.0,0
no_vax_enh_ops,90,248,2026080648,289.0,128.0,0
vax_base_ops,90,248,2026080648,1303.0,569.0,7685
vax_enh_ops,90,248,2026080648,252.0,111.00000000000001,8266
comm_base_40,90,248,2026080648,665.0,278.0,40000
comm_base_60,90,248,2026080648,457.0,178.0,60000
no_vax_base_ops,180,248,2026080648,5436.0,2445.0,0
no_vax_enh_ops,180,248,2026080648,289.0,128.0,0
vax_base_ops,180,248,2026080648,2160.0,944.0,16488
vax_enh_ops,180,248,2026080648,257.0,111.99999999999999,17211
comm_base_40,180,248,2026080648,796.0,327.0,40000
comm_base_60,180,248,2026080648,483.0,185.0,60000
no_vax_base_ops,90,247,2026080647,2122.0,949.0,0
no_vax_enh_ops,90,247,2026080647,440.0,183.0,0
vax_base_ops,90,247,2026080647,1929.0000000000002,839.0,7265
vax_enh_ops,90,247,2026080647,377.0,154.0,7970
comm_base_40,90,247,2026080647,666.0,275.0,40000
comm_base_60,90,247,2026080647,551.0,202.0,60000
no_vax_base_ops,180,247,2026080647,6886.0,3178.0000000000005,0
no_vax_enh_ops,180,247,2026080647,455.0,186.0,0
vax_base_ops,180,247,2026080647,3664.0,1606.0000000000002,15851
vax_enh_ops,180,247,2026080647,377.0,154.0,16913
comm_base_40,180,247,2026080647,761.0,318.0,40000
comm_base_60,180,247,2026080647,555.0,204.00000000000003,60000
no_vax_base_ops,90,250,2026080650,2179.0,988.0,0
no_vax_enh_ops,90,250,2026080650,305.0,131.0,0
vax_base_ops,90,250,2026080650,1609.0,688.0,7849
vax_enh_ops,90,250,2026080650,278.0,117.0,8229
comm_base_40,90,250,2026080650,565.0,232.0,40000
comm_base_60,90,250,2026080650,594.0,235.0,60000
no_vax_base_ops,180,250,2026080650,7702.000000000001,3495.0,0
no_vax_enh_ops,180,250,2026080650,307.0,131.0,0
vax_base_ops,180,250,2026080650,2990.0,1334.0,16471
vax_enh_ops,180,250,2026080650,278.0,117.0,17192
comm_base_40,180,250,2026080650,616.0,253.0,40000
comm_base_60,180,250,2026080650,624.0,243.0,60000
no_vax_base_ops,90,251,2026080651,1706.9999999999998,759.0,0
no_vax_enh_ops,90,251,2026080651,221.00000000000003,87.0,0
vax_base_ops,90,251,2026080651,1284.0,561.0,6439
vax_enh_ops,90,251,2026080651,180.0,74.0,7934
comm_base_40,90,251,2026080651,555.0,232.0,40000
comm_base_60,90,251,2026080651,381.0,156.0,60000
no_vax_base_ops,180,251,2026080651,5796.0,2584.0,0
no_vax_enh_ops,180,251,2026080651,223.00000000000003,88.0,0
vax_base_ops,180,251,2026080651,2391.0,1041.0,15202
vax_enh_ops,180,251,2026080651,180.0,74.0,16895
comm_base_40,180,251,2026080651,732.0,312.0,40000
comm_base_60,180,251,2026080651,390.0,160.0,60000
no_vax_base_ops,90,249,2026080649,2114.0,965.0000000000001,0
no_vax_enh_ops,90,249,2026080649,489.0,237.00000000000003,0
vax_base_ops,90,249,2026080649,1837.0,822.0,7365
vax_enh_ops,90,249,2026080649,366.0,169.0,8053
comm_base_40,90,249,2026080649,886.0,387.0,40000
comm_base_60,90,249,2026080649,518.0,228.0,60000
no_vax_base_ops,180,249,2026080649,5846.0,2680.0,0
no_vax_enh_ops,180,249,2026080649,514.0,249.0,0
vax_base_ops,180,249,2026080649,3694.9999999999995,1637.0,16004
vax_enh_ops,180,249,2026080649,366.0,169.0,16996
comm_base_40,180,249,2026080649,1103.0,478.00000000000006,40000
comm_base_60,180,249,2026080649,545.0,239.99999999999997,60000
no_vax_base_ops,90,252,2026080652,1846.0,841.0000000000001,0
no_vax_enh_ops,90,252,2026080652,355.0,162.0,0
vax_base_ops,90,252,2026080652,1372.0,626.0,7449
vax_enh_ops,90,252,2026080652,325.0,144.0,8446
comm_base_40,90,252,2026080652,733.0,305.0,40000
comm_base_60,90,252,2026080652,375.0,153.0,60000
no_vax_base_ops,180,252,2026080652,6052.0,2732.0,0
no_vax_enh_ops,180,252,2026080652,358.0,164.0,0
vax_base_ops,180,252,2026080652,2663.0,1177.0,16163
vax_enh_ops,180,252,2026080652,325.0,144.0,17392
comm_base_40,180,252,2026080652,814.9999999999999,333.0,40000
comm_base_60,180,252,2026080652,384.0,156.0,60000
no_vax_base_ops,90,253,2026080653,1616.0,719.0,0
no_vax_enh_ops,90,253,2026080653,316.0,144.0,0
vax_base_ops,90,253,2026080653,1454.0,636.0,7040
vax_enh_ops,90,253,2026080653,265.0,119.99999999999999,7989
comm_base_40,90,253,2026080653,583.0,260.0,40000
comm_base_60,90,253,2026080653,404.0,159.0,60000
no_vax_base_ops,180,253,2026080653,5329.0,2357.0,0
no_vax_enh_ops,180,253,2026080653,316.0,144.0,0
vax_base_ops,180,253,2026080653,3053.0,1309.0,15753
vax_enh_ops,180,253,2026080653,265.0,119.99999999999999,16968
comm_base_40,180,253,2026080653,720.0,306.0,40000
comm_base_60,180,253,2026080653,406.0,159.0,60000
no_vax_base_ops,90,254,2026080654,2227.0,980.9999999999999,0
no_vax_enh_ops,90,254,2026080654,291.0,131.0,0
vax_base_ops,90,254,2026080654,1215.0,530.0,7741
vax_enh_ops,90,254,2026080654,293.0,130.0,7991
comm_base_40,90,254,2026080654,656.0,261.0,40000
comm_base_60,90,254,2026080654,395.00000000000006,146.0,60000
no_vax_base_ops,180,254,2026080654,7537.000000000001,3391.0000000000005,0
no_vax_enh_ops,180,254,2026080654,291.0,131.0,0
vax_base_ops,180,254,2026080654,2304.0,991.0,16511
vax_enh_ops,180,254,2026080654,298.0,133.0,16942
comm_base_40,180,254,2026080654,790.0000000000001,329.0,40000
comm_base_60,180,254,2026080654,426.0,155.0,60000
no_vax_base_ops,90,255,2026080655,2132.0,976.9999999999999,0
no_vax_enh_ops,90,255,2026080655,271.0,127.00000000000001,0
vax_base_ops,90,255,2026080655,1637.9999999999998,743.0,6801
vax_enh_ops,90,255,2026080655,260.0,119.99999999999999,7849
comm_base_40,90,255,2026080655,564.0,243.0,40000
comm_base_60,90,255,2026080655,300.0,130.0,60000
no_vax_base_ops,180,255,2026080655,8349.0,3858.0000000000005,0
no_vax_enh_ops,180,255,2026080655,274.0,128.0,0
vax_base_ops,180,255,2026080655,3717.0,1643.0,15453
vax_enh_ops,180,255,2026080655,260.0,119.99999999999999,16834
comm_base_40,180,255,2026080655,734.0,311.0,40000
comm_base_60,180,255,2026080655,322.0,140.0,60000
no_vax_base_ops,90,258,2026080658,1551.0,718.0,0
no_vax_enh_ops,90,258,2026080658,223.99999999999997,103.99999999999999,0
vax_base_ops,90,258,2026080658,1084.0,487.0,7799
vax_enh_ops,90,258,2026080658,185.0,85.0,7857
comm_base_40,90,258,2026080658,611.0,270.0,40000
comm_base_60,90,258,2026080658,426.0,184.0,60000
no_vax_base_ops,180,258,2026080658,4860.0,2188.0,0
no_vax_enh_ops,180,258,2026080658,234.0,110.0,0
vax_base_ops,180,258,2026080658,2147.0,946.9999999999999,16516
vax_enh_ops,180,258,2026080658,185.0,85.0,16754
comm_base_40,180,258,2026080658,765.0,333.0,40000
comm_base_60,180,258,2026080658,496.0,214.0,60000
no_vax_base_ops,90,257,2026080657,1653.0,764.0,0
no_vax_enh_ops,90,257,2026080657,256.0,122.0,0
vax_base_ops,90,257,2026080657,1311.0,602.0,7276
vax_enh_ops,90,257,2026080657,211.0,102.00000000000001,8076
comm_base_40,90,257,2026080657,604.0,248.0,40000
comm_base_60,90,257,2026080657,413.99999999999994,168.0,60000
no_vax_base_ops,180,257,2026080657,5361.0,2415.0,0
no_vax_enh_ops,180,257,2026080657,256.0,122.0,0
vax_base_ops,180,257,2026080657,2577.0,1150.0,15967
vax_enh_ops,180,257,2026080657,211.0,102.00000000000001,17092
comm_base_40,180,257,2026080657,715.0,291.0,40000
comm_base_60,180,257,2026080657,466.0,190.0,60000
no_vax_base_ops,90,256,2026080656,1795.0,829.0,0
no_vax_enh_ops,90,256,2026080656,316.0,143.0,0
vax_base_ops,90,256,2026080656,1403.0,622.0,7260
vax_enh_ops,90,256,2026080656,281.0,119.99999999999999,8133
comm_base_40,90,256,2026080656,722.0,300.0,40000
comm_base_60,90,256,2026080656,410.00000000000006,163.0,60000
no_vax_base_ops,180,256,2026080656,5642.0,2557.0,0
no_vax_enh_ops,180,256,2026080656,323.0,146.0,0
vax_base_ops,180,256,2026080656,2711.0,1180.0,15981
vax_enh_ops,180,256,2026080656,281.0,119.99999999999999,17106
comm_base_40,180,256,2026080656,991.0,412.00000000000006,40000
comm_base_60,180,256,2026080656,445.0,178.0,60000
no_vax_base_ops,90,259,2026080659,1465.0,685.0,0
no_vax_enh_ops,90,259,2026080659,372.0,180.0,0
vax_base_ops,90,259,2026080659,1112.0,513.0,7218
vax_enh_ops,90,259,2026080659,366.0,177.0,7850
comm_base_40,90,259,2026080659,523.0,248.0,40000
comm_base_60,90,259,2026080659,407.0,176.0,60000
no_vax_base_ops,180,259,2026080659,5080.0,2347.0,0
no_vax_enh_ops,180,259,2026080659,372.0,180.0,0
vax_base_ops,180,259,2026080659,2369.0,1070.0,16000
vax_enh_ops,180,259,2026080659,365.0,177.0,16759
comm_base_40,180,259,2026080659,611.0,284.0,40000
comm_base_60,180,259,2026080659,411.0,179.0,60000
no_vax_base_ops,90,260,2026080660,1833.0,850.0000000000001,0
no_vax_enh_ops,90,260,2026080660,245.0,102.00000000000001,0
vax_base_ops,90,260,2026080660,1189.0,521.0,6977
vax_enh_ops,90,260,2026080660,221.00000000000003,92.0,8177
comm_base_40,90,260,2026080660,564.0,236.0,40000
comm_base_60,90,260,2026080660,404.0,152.0,60000
no_vax_base_ops,180,260,2026080660,6065.0,2778.0,0
no_vax_enh_ops,180,260,2026080660,245.0,102.00000000000001,0
vax_base_ops,180,260,2026080660,1888.0,854.0000000000001,15829
vax_enh_ops,180,260,2026080660,221.00000000000003,92.0,11625
comm_base_40,180,260,2026080660,731.0,309.0,40000
comm_base_60,180,260,2026080660,439.0,166.0,60000
no_vax_base_ops,90,262,2026080662,1645.0,704.0,0
no_vax_enh_ops,90,262,2026080662,190.0,89.0,0
vax_base_ops,90,262,2026080662,907.0,394.0,7061
vax_enh_ops,90,262,2026080662,176.0,81.0,8209
comm_base_40,90,262,2026080662,288.0,127.00000000000001,40000
comm_base_60,90,262,2026080662,313.0,127.00000000000001,60000
no_vax_base_ops,180,262,2026080662,5792.0,2600.0,0
no_vax_enh_ops,180,262,2026080662,193.0,91.0,0
vax_base_ops,180,262,2026080662,1833.0,752.0,15864
vax_enh_ops,180,262,2026080662,186.0,85.0,17192
comm_base_40,180,262,2026080662,408.00000000000006,173.0,40000
comm_base_60,180,262,2026080662,353.0,144.0,60000
no_vax_base_ops,90,261,2026080661,2151.0,946.9999999999999,0
no_vax_enh_ops,90,261,2026080661,289.0,138.0,0
vax_base_ops,90,261,2026080661,1683.0000000000002,724.0,7038
vax_enh_ops,90,261,2026080661,257.0,119.99999999999999,7996
comm_base_40,90,261,2026080661,570.0,232.0,40000
comm_base_60,90,261,2026080661,339.0,140.0,60000
no_vax_base_ops,180,261,2026080661,7212.0,3248.0,0
no_vax_enh_ops,180,261,2026080661,289.0,138.0,0
vax_base_ops,180,261,2026080661,3046.0,1310.0,15704
vax_enh_ops,180,261,2026080661,258.0,120.99999999999999,16960
comm_base_40,180,261,2026080661,695.0,279.0,40000
comm_base_60,180,261,2026080661,370.0,149.0,60000
no_vax_base_ops,90,263,2026080663,1861.0000000000002,841.0000000000001,0
no_vax_enh_ops,90,263,2026080663,255.00000000000003,103.99999999999999,0
vax_base_ops,90,263,2026080663,1495.0,658.0,7285
vax_enh_ops,90,263,2026080663,241.99999999999997,100.0,7878
comm_base_40,90,263,2026080663,549.0,217.0,40000
comm_base_60,90,263,2026080663,386.0,144.0,60000
no_vax_base_ops,180,263,2026080663,6263.000000000001,2778.0,0
no_vax_enh_ops,180,263,2026080663,255.00000000000003,103.99999999999999,0
vax_base_ops,180,263,2026080663,3044.0,1342.0,15965
vax_enh_ops,180,263,2026080663,241.99999999999997,100.0,16839
comm_base_40,180,263,2026080663,709.0,293.0,40000
comm_base_60,180,263,2026080663,388.0,145.0,60000
no_vax_base_ops,90,264,2026080664,2360.0,1041.0,0
no_vax_enh_ops,90,264,2026080664,233.0,108.0,0
vax_base_ops,90,264,2026080664,1643.0,724.0,7028
vax_enh_ops,90,264,2026080664,219.0,101.0,8112
comm_base_40,90,264,2026080664,840.0,369.0,40000
comm_base_60,90,264,2026080664,440.0,196.0,60000
no_vax_base_ops,180,264,2026080664,8327.0,3742.0,0
no_vax_enh_ops,180,264,2026080664,233.0,108.0,0
vax_base_ops,180,264,2026080664,3175.9999999999995,1345.0,15676
vax_enh_ops,180,264,2026080664,227.0,103.99999999999999,17080
comm_base_40,180,264,2026080664,1090.0,468.0,40000
comm_base_60,180,264,2026080664,460.0,204.00000000000003,60000
no_vax_base_ops,90,265,2026080665,1466.0,676.0,0
no_vax_enh_ops,90,265,2026080665,371.0,181.0,0
vax_base_ops,90,265,2026080665,1204.0,541.0,6908
vax_enh_ops,90,265,2026080665,373.0,177.0,8079
comm_base_40,90,265,2026080665,489.0,221.00000000000003,40000
comm_base_60,90,265,2026080665,358.0,160.0,60000
no_vax_base_ops,180,265,2026080665,4152.0,1951.0,0
no_vax_enh_ops,180,265,2026080665,372.0,182.0,0
vax_base_ops,180,265,2026080665,2048.0,920.0,15732
