strategy,horizon,replicate_id,simulation_seed,cases,deaths,doses
vax_enh_ops,90,143,2026080543,354.0,155.0,7819
comm_base_40,90,143,2026080543,682.0,279.0,40000
comm_base_60,90,143,2026080543,308.0,117.0,60000
no_vax_base_ops,180,143,2026080543,7228.0,3307.0,0
no_vax_enh_ops,180,143,2026080543,415.99999999999994,183.0,0
vax_base_ops,180,143,2026080543,2124.0,914.0,16049
vax_enh_ops,180,143,2026080543,363.0,161.0,16788
comm_base_40,180,143,2026080543,882.9999999999999,363.0,40000
comm_base_60,180,143,2026080543,330.0,127.00000000000001,60000
no_vax_base_ops,90,144,2026080544,1842.9999999999998,878.9999999999999,0
no_vax_enh_ops,90,144,2026080544,358.0,164.0,0
vax_base_ops,90,144,2026080544,1793.0000000000002,827.9999999999999,6711
vax_enh_ops,90,144,2026080544,260.0,120.99999999999999,8073
comm_base_40,90,144,2026080544,616.0,270.0,40000
comm_base_60,90,144,2026080544,471.0,203.0,60000
no_vax_base_ops,180,144,2026080544,5909.0,2744.0,0
no_vax_enh_ops,180,144,2026080544,393.00000000000006,185.0,0
vax_base_ops,180,144,2026080544,3623.0,1638.9999999999998,15286
vax_enh_ops,180,144,2026080544,260.0,120.99999999999999,17016
comm_base_40,180,144,2026080544,762.0,338.0,40000
comm_base_60,180,144,2026080544,496.99999999999994,215.0,60000
no_vax_base_ops,90,145,2026080545,1626.0,746.0,0
no_vax_enh_ops,90,145,2026080545,249.0,112.99999999999999,0
vax_base_ops,90,145,2026080545,1406.0,626.0,6664
vax_enh_ops,90,145,2026080545,206.00000000000003,96.0,8373
comm_base_40,90,145,2026080545,578.0,249.0,40000
comm_base_60,90,145,2026080545,270.0,111.00000000000001,60000
no_vax_base_ops,180,145,2026080545,5945.0,2718.0,0
no_vax_enh_ops,180,145,2026080545,249.0,112.99999999999999,0
vax_base_ops,180,145,2026080545,2882.0,1261.0,15380
vax_enh_ops,180,145,2026080545,206.00000000000003,96.0,15279
comm_base_40,180,145,2026080545,740.0,321.0,40000
comm_base_60,180,145,2026080545,310.0,125.0,60000
no_vax_base_ops,90,146,2026080546,1934.0,869.9999999999999,0
no_vax_enh_ops,90,146,2026080546,273.0,119.00000000000001,0
vax_base_ops,90,146,2026080546,1249.0,570.0,7197
vax_enh_ops,90,146,2026080546,229.0,98.0,8089
comm_base_40,90,146,2026080546,735.0,303.0,40000
comm_base_60,90,146,2026080546,421.0,163.0,60000
no_vax_base_ops,180,146,2026080546,6201.0,2780.0,0
no_vax_enh_ops,180,146,2026080546,275.0,119.99999999999999,0
vax_base_ops,180,146,2026080546,2004.9999999999998,878.0,16019
vax_enh_ops,180,146,2026080546,229.0,98.0,17041
comm_base_40,180,146,2026080546,918.0000000000001,384.0,40000
comm_base_60,180,146,2026080546,441.0,171.0,60000
no_vax_base_ops,90,147,2026080547,2006.0000000000002,878.9999999999999,0
no_vax_enh_ops,90,147,2026080547,246.0,122.0,0
vax_base_ops,90,147,2026080547,1519.0,655.0,6532
vax_enh_ops,90,147,2026080547,214.0,103.00000000000001,7855
comm_base_40,90,147,2026080547,699.0,304.0,40000
comm_base_60,90,147,2026080547,462.0,205.00000000000003,60000
no_vax_base_ops,180,147,2026080547,7375.0,3369.0,0
no_vax_enh_ops,180,147,2026080547,246.0,122.0,0
vax_base_ops,180,147,2026080547,3300.0,1415.0,15229
vax_enh_ops,180,147,2026080547,216.0,103.99999999999999,15662
comm_base_40,180,147,2026080547,959.0,406.0,40000
comm_base_60,180,147,2026080547,487.0,214.0,60000
no_vax_base_ops,90,148,2026080548,1594.0,734.0,0
no_vax_enh_ops,90,148,2026080548,206.00000000000003,89.0,0
vax_base_ops,90,148,2026080548,1255.0,554.0,6885
vax_enh_ops,90,148,2026080548,214.0,87.0,8000
comm_base_40,90,148,2026080548,556.0,235.0,40000
comm_base_60,90,148,2026080548,370.0,145.0,60000
no_vax_base_ops,180,148,2026080548,5199.0,2387.0,0
no_vax_enh_ops,180,148,2026080548,206.00000000000003,89.0,0
vax_base_ops,180,148,2026080548,2421.0,1041.0,15623
vax_enh_ops,180,148,2026080548,214.0,87.0,16978
comm_base_40,180,148,2026080548,737.0,320.0,40000
comm_base_60,180,148,2026080548,391.0,156.0,60000
no_vax_base_ops,90,152,2026080552,1366.0,567.0,0
no_vax_enh_ops,90,152,2026080552,255.00000000000003,114.0,0
vax_base_ops,90,152,2026080552,1091.0,451.0,6447
vax_enh_ops,90,152,2026080552,219.0,97.0,7859
comm_base_40,90,152,2026080552,483.0,191.0,40000
comm_base_60,90,152,2026080552,297.0,116.0,60000
no_vax_base_ops,180,152,2026080552,4561.0,2071.0,0
no_vax_enh_ops,180,152,2026080552,265.0,118.0,0
vax_base_ops,180,152,2026080552,2075.0,873.0,15210
vax_enh_ops,180,152,2026080552,224.99999999999997,99.0,16816
comm_base_40,180,152,2026080552,617.0,241.99999999999997,40000
comm_base_60,180,152,2026080552,313.0,119.99999999999999,60000
no_vax_base_ops,90,151,2026080551,1705.0,770.0,0
no_vax_enh_ops,90,151,2026080551,305.0,151.0,0
vax_base_ops,90,151,2026080551,1422.0,638.0,6776
vax_enh_ops,90,151,2026080551,238.00000000000003,114.0,8028
comm_base_40,90,151,2026080551,618.0,263.0,40000
comm_base_60,90,151,2026080551,430.99999999999994,174.0,60000
no_vax_base_ops,180,151,2026080551,6138.0,2770.0,0
no_vax_enh_ops,180,151,2026080551,305.0,151.0,0
vax_base_ops,180,151,2026080551,2973.0,1300.0,15452
vax_enh_ops,180,151,2026080551,238.00000000000003,114.0,16979
comm_base_40,180,151,2026080551,704.0,300.0,40000
comm_base_60,180,151,2026080551,457.0,183.0,60000
no_vax_base_ops,90,153,2026080553,1335.0,588.0,0
no_vax_enh_ops,90,153,2026080553,211.0,103.00000000000001,0
vax_base_ops,90,153,2026080553,1083.0,479.0,6689
vax_enh_ops,90,153,2026080553,247.0,118.0,7991
comm_base_40,90,153,2026080553,436.0,200.0,40000
comm_base_60,90,153,2026080553,331.0,137.0,60000
no_vax_base_ops,180,153,2026080553,5570.0,2465.0,0
no_vax_enh_ops,180,153,2026080553,211.0,103.00000000000001,0
vax_base_ops,180,153,2026080553,2760.0,1211.0,15440
vax_enh_ops,180,153,2026080553,248.0,119.00000000000001,16980
comm_base_40,180,153,2026080553,708.0,316.0,40000
comm_base_60,180,153,2026080553,339.0,143.0,60000
no_vax_base_ops,90,150,2026080550,2836.0,1334.0,0
no_vax_enh_ops,90,150,2026080550,299.0,150.0,0
vax_base_ops,90,150,2026080550,2256.0,1040.0,7453
vax_enh_ops,90,150,2026080550,255.00000000000003,125.0,8077
comm_base_40,90,150,2026080550,638.0,279.0,40000
comm_base_60,90,150,2026080550,481.99999999999994,201.0,60000
no_vax_base_ops,180,150,2026080550,10105.0,4700.0,0
no_vax_enh_ops,180,150,2026080550,305.0,153.0,0
vax_base_ops,180,150,2026080550,4491.0,2014.0000000000002,15931
vax_enh_ops,180,150,2026080550,255.00000000000003,125.0,17055
comm_base_40,180,150,2026080550,743.0,318.0,40000
comm_base_60,180,150,2026080550,537.0,224.99999999999997,60000
no_vax_base_ops,90,149,2026080549,2687.0,1251.0,0
no_vax_enh_ops,90,149,2026080549,346.0,165.0,0
vax_base_ops,90,149,2026080549,1907.0,886.0,7094
vax_enh_ops,90,149,2026080549,366.0,176.0,8108
comm_base_40,90,149,2026080549,867.0000000000001,408.00000000000006,40000
comm_base_60,90,149,2026080549,595.0,257.0,60000
no_vax_base_ops,180,149,2026080549,8220.0,3742.0,0
no_vax_enh_ops,180,149,2026080549,350.0,168.0,0
vax_base_ops,180,149,2026080549,3410.0,1522.0,15704
vax_enh_ops,180,149,2026080549,366.0,176.0,17068
comm_base_40,180,149,2026080549,1092.0,515.0,40000
comm_base_60,180,149,2026080549,655.0,279.0,60000
no_vax_base_ops,90,154,2026080554,2687.0,1205.0,0
no_vax_enh_ops,90,154,2026080554,344.0,156.0,0
vax_base_ops,90,154,2026080554,2083.0,903.9999999999999,6647
vax_enh_ops,90,154,2026080554,265.0,123.0,8191
comm_base_40,90,154,2026080554,792.0,339.0,40000
comm_base_60,90,154,2026080554,446.00000000000006,174.0,60000
no_vax_base_ops,180,154,2026080554,8742.0,3896.9999999999995,0
no_vax_enh_ops,180,154,2026080554,366.0,162.0,0
vax_base_ops,180,154,2026080554,3633.9999999999995,1586.0,15202
vax_enh_ops,180,154,2026080554,265.0,123.0,17166
comm_base_40,180,154,2026080554,1038.0,430.0,40000
comm_base_60,180,154,2026080554,511.0,203.0,60000
no_vax_base_ops,90,155,2026080555,2043.0,954.0,0
no_vax_enh_ops,90,155,2026080555,354.0,172.0,0
vax_base_ops,90,155,2026080555,1540.0,685.0,7260
vax_enh_ops,90,155,2026080555,291.0,139.0,8355
comm_base_40,90,155,2026080555,650.0,284.0,40000
comm_base_60,90,155,2026080555,532.0,234.0,60000
no_vax_base_ops,180,155,2026080555,6605.0,3041.0,0
no_vax_enh_ops,180,155,2026080555,362.0,176.0,0
vax_base_ops,180,155,2026080555,2882.0,1297.0,16005
vax_enh_ops,180,155,2026080555,291.0,139.0,17337
comm_base_40,180,155,2026080555,823.0,351.0,40000
comm_base_60,180,155,2026080555,553.0,243.0,60000
no_vax_base_ops,90,157,2026080557,1541.0,716.0,0
no_vax_enh_ops,90,157,2026080557,200.0,100.0,0
vax_base_ops,90,157,2026080557,1511.0,683.0,8072
vax_enh_ops,90,157,2026080557,187.0,92.0,8165
comm_base_40,90,157,2026080557,585.0,244.0,40000
comm_base_60,90,157,2026080557,337.0,142.0,60000
no_vax_base_ops,180,157,2026080557,4824.0,2229.0,0
no_vax_enh_ops,180,157,2026080557,202.0,102.00000000000001,0
vax_base_ops,180,157,2026080557,3032.0,1335.0,16728
vax_enh_ops,180,157,2026080557,200.0,99.0,17131
comm_base_40,180,157,2026080557,770.0,338.0,40000
comm_base_60,180,157,2026080557,347.0,146.0,60000
no_vax_base_ops,90,156,2026080556,1948.0,867.0000000000001,0
no_vax_enh_ops,90,156,2026080556,432.99999999999994,192.0,0
vax_base_ops,90,156,2026080556,1264.0,534.0,8023
vax_enh_ops,90,156,2026080556,376.0,164.0,8191
comm_base_40,90,156,2026080556,652.0,273.0,40000
comm_base_60,90,156,2026080556,359.0,143.0,60000
no_vax_base_ops,180,156,2026080556,6573.0,2961.0,0
no_vax_enh_ops,180,156,2026080556,432.99999999999994,192.0,0
vax_base_ops,180,156,2026080556,2317.0,984.0,16782
vax_enh_ops,180,156,2026080556,376.0,164.0,17137
comm_base_40,180,156,2026080556,869.0,352.0,40000
comm_base_60,180,156,2026080556,382.0,152.0,60000
no_vax_base_ops,90,160,2026080560,1970.9999999999998,871.0000000000001,0
no_vax_enh_ops,90,160,2026080560,259.0,105.0,0
vax_base_ops,90,160,2026080560,1281.0,544.0,7284
vax_enh_ops,90,160,2026080560,284.0,108.0,8138
comm_base_40,90,160,2026080560,754.0,298.0,40000
comm_base_60,90,160,2026080560,405.0,146.0,60000
no_vax_base_ops,180,160,2026080560,5892.0,2648.0,0
no_vax_enh_ops,180,160,2026080560,262.0,105.0,0
vax_base_ops,180,160,2026080560,2165.0,925.0,16059
vax_enh_ops,180,160,2026080560,284.0,108.0,17093
comm_base_40,180,160,2026080560,1021.0,398.99999999999994,40000
comm_base_60,180,160,2026080560,445.0,164.0,60000
no_vax_base_ops,90,158,2026080558,1383.0,622.0,0
no_vax_enh_ops,90,158,2026080558,273.0,123.0,0
vax_base_ops,90,158,2026080558,1434.0,611.0,7550
vax_enh_ops,90,158,2026080558,272.0,120.99999999999999,8153
comm_base_40,90,158,2026080558,648.0,287.0,40000
comm_base_60,90,158,2026080558,302.0,126.0,60000
no_vax_base_ops,180,158,2026080558,4454.0,1978.9999999999998,0
no_vax_enh_ops,180,158,2026080558,274.0,124.0,0
vax_base_ops,180,158,2026080558,2880.0,1225.0,16264
vax_enh_ops,180,158,2026080558,276.0,122.0,17114
comm_base_40,180,158,2026080558,799.0000000000001,350.0,40000
comm_base_60,180,158,2026080558,330.0,135.0,60000
no_vax_base_ops,90,159,2026080559,2194.0,993.0,0
no_vax_enh_ops,90,159,2026080559,312.0,150.0,0
vax_base_ops,90,159,2026080559,1189.0,537.0,6960
vax_enh_ops,90,159,2026080559,274.0,132.0,7921
comm_base_40,90,159,2026080559,702.0,312.0,40000
comm_base_60,90,159,2026080559,453.0,187.0,60000
no_vax_base_ops,180,159,2026080559,7507.999999999999,3409.0,0
no_vax_enh_ops,180,159,2026080559,318.0,153.0,0
vax_base_ops,180,159,2026080559,2024.0,878.0,15771
vax_enh_ops,180,159,2026080559,279.0,134.0,16883
comm_base_40,180,159,2026080559,848.9999999999999,376.0,40000
comm_base_60,180,159,2026080559,507.0,212.0,60000
no_vax_base_ops,90,161,2026080561,1984.0,929.9999999999999,0
no_vax_enh_ops,90,161,2026080561,386.0,177.0,0
vax_base_ops,90,161,2026080561,1455.0,656.0,7485
vax_enh_ops,90,161,2026080561,315.0,144.0,7925
comm_base_40,90,161,2026080561,738.0,312.0,40000
comm_base_60,90,161,2026080561,408.00000000000006,162.0,60000
no_vax_base_ops,180,161,2026080561,5599.0,2528.0,0
no_vax_enh_ops,180,161,2026080561,396.99999999999994,180.0,0
vax_base_ops,180,161,2026080561,3128.0,1385.0,16164
vax_enh_ops,180,161,2026080561,315.0,144.0,16919
comm_base_40,180,161,2026080561,986.0000000000001,429.00000000000006,40000
comm_base_60,180,161,2026080561,434.99999999999994,177.0,60000
no_vax_base_ops,90,162,2026080562,1685.0,767.0,0
no_vax_enh_ops,90,162,2026080562,275.0,126.0,0
vax_base_ops,90,162,2026080562,1541.0,684.0,6785
vax_enh_ops,90,162,2026080562,272.0,119.00000000000001,8041
comm_base_40,90,162,2026080562,707.0,290.0,40000
comm_base_60,90,162,2026080562,462.0,187.0,60000
no_vax_base_ops,180,162,2026080562,6286.999999999999,2798.0,0
no_vax_enh_ops,180,162,2026080562,275.0,126.0,0
vax_base_ops,180,162,2026080562,3212.0000000000005,1382.0,15424
vax_enh_ops,180,162,2026080562,275.0,119.99999999999999,16985
comm_base_40,180,162,2026080562,848.9999999999999,356.0,40000
comm_base_60,180,162,2026080562,519.0,213.0,60000
no_vax_base_ops,90,163,2026080563,2098.0,945.0,0
no_vax_enh_ops,90,163,2026080563,270.0,109.0,0
vax_base_ops,90,163,2026080563,1682.0000000000002,710.0,7155
vax_enh_ops,90,163,2026080563,273.0,110.0,7977
comm_base_40,90,163,2026080563,684.0,252.0,40000
comm_base_60,90,163,2026080563,436.0,159.0,60000
no_vax_base_ops,180,163,2026080563,6811.0,3079.0,0
no_vax_enh_ops,180,163,2026080563,271.0,110.0,0
vax_base_ops,180,163,2026080563,3280.0000000000005,1397.0,15815
vax_enh_ops,180,163,2026080563,273.0,110.0,16934
comm_base_40,180,163,2026080563,823.0,325.0,40000
comm_base_60,180,163,2026080563,440.0,161.0,60000
no_vax_base_ops,90,164,2026080564,1650.0,758.0,0
no_vax_enh_ops,90,164,2026080564,259.0,118.0,0
vax_base_ops,90,164,2026080564,1218.0,548.0,6597
vax_enh_ops,90,164,2026080564,182.0,79.0,7945
comm_base_40,90,164,2026080564,502.0,204.00000000000003,40000
comm_base_60,90,164,2026080564,404.0,157.0,60000
no_vax_base_ops,180,164,2026080564,6709.0,3011.0,0
no_vax_enh_ops,180,164,2026080564,265.0,120.99999999999999,0
vax_base_ops,180,164,2026080564,2209.0,973.0000000000001,15360
vax_enh_ops,180,164,2026080564,182.0,79.0,16907
comm_base_40,180,164,2026080564,614.0,248.0,40000
comm_base_60,180,164,2026080564,479.0,187.0,60000
no_vax_base_ops,90,165,2026080565,2186.0,976.9999999999999,0
no_vax_enh_ops,90,165,2026080565,246.0,105.0,0
vax_base_ops,90,165,2026080565,1649.0000000000002,697.0,7338
vax_enh_ops,90,165,2026080565,291.0,126.0,8152
comm_base_40,90,165,2026080565,881.0,345.0,40000
comm_base_60,90,165,2026080565,486.0,177.0,60000
no_vax_base_ops,180,165,2026080565,7759.000000000001,3505.0,0
no_vax_enh_ops,180,165,2026080565,246.0,105.0,0
vax_base_ops,180,165,2026080565,3496.0,1525.0,16015
vax_enh_ops,180,165,2026080565,296.0,129.0,17083
comm_base_40,180,165,2026080565,1183.0,464.0,40000
comm_base_60,180,165,2026080565,532.0,194.0,60000
no_vax_base_ops,90,168,2026080568,1994.0,956.0000000000001,0
no_vax_enh_ops,90,168,2026080568,250.0,131.0,0
vax_base_ops,90,168,2026080568,1381.0,652.0,7744
vax_enh_ops,90,168,2026080568,180.0,94.0,8268
comm_base_40,90,168,2026080568,681.0,306.0,40000
comm_base_60,90,168,2026080568,398.0,180.0,60000
no_vax_base_ops,180,168,2026080568,7141.0,3277.0,0
no_vax_enh_ops,180,168,2026080568,254.00000000000003,132.0,0
vax_base_ops,180,168,2026080568,2556.0,1195.0,16517
vax_enh_ops,180,168,2026080568,180.0,94.0,17213
comm_base_40,180,168,2026080568,861.9999999999999,390.0,40000
comm_base_60,180,168,2026080568,449.99999999999994,202.0,60000
no_vax_base_ops,90,166,2026080566,1989.0000000000002,895.9999999999999,0
no_vax_enh_ops,90,166,2026080566,286.0,132.0,0
vax_base_ops,90,166,2026080566,1388.0,597.0,7236
vax_enh_ops,90,166,2026080566,289.0,130.0,7992
comm_base_40,90,166,2026080566,781.0,325.0,40000
comm_base_60,90,166,2026080566,466.99999999999994,188.0,60000
no_vax_base_ops,180,166,2026080566,6974.0,3173.9999999999995,0
no_vax_enh_ops,180,166,2026080566,296.0,135.0,0
vax_base_ops,180,166,2026080566,2361.0,1020.0000000000001,15981
vax_enh_ops,180,166,2026080566,294.0,132.0,16976
comm_base_40,180,166,2026080566,949.0,400.99999999999994,40000
comm_base_60,180,166,2026080566,507.0,201.0,60000
no_vax_base_ops,90,167,2026080567,1976.0,948.0000000000001,0
no_vax_enh_ops,90,167,2026080567,404.0,182.0,0
vax_base_ops,90,167,2026080567,1643.0,757.0,6948
vax_enh_ops,90,167,2026080567,349.0,153.0,7979
comm_base_40,90,167,2026080567,717.0,313.0,40000
comm_base_60,90,167,2026080567,460.0,194.0,60000
no_vax_base_ops,180,167,2026080567,7231.999999999999,3370.9999999999995,0
no_vax_enh_ops,180,167,2026080567,415.99999999999994,190.0,0
vax_base_ops,180,167,2026080567,2739.0,1265.0,15657
vax_enh_ops,180,167,2026080567,361.0,160.0,16893
comm_base_40,180,167,2026080567,805.0,354.0,40000
comm_base_60,180,167,2026080567,496.99999999999994,206.00000000000003,60000
no_vax_base_ops,90,169,2026080569,2365.0,1096.0,0
no_vax_enh_ops,90,169,2026080569,351.0,163.0,0
vax_base_ops,90,169,2026080569,1902.9999999999998,859.0,7533
vax_enh_ops,90,169,2026080569,355.0,160.0,8109
comm_base_40,90,169,2026080569,804.0,347.0,40000
comm_base_60,90,169,2026080569,476.00000000000006,195.0,60000
no_vax_base_ops,180,169,2026080569,7151.0,3318.9999999999995,0
no_vax_enh_ops,180,169,2026080569,352.0,163.0,0
vax_base_ops,180,169,2026080569,3562.0,1597.0000000000002,16133
vax_enh_ops,180,169,2026080569,355.0,160.0,17066
comm_base_40,180,169,2026080569,1001.9999999999999,428.0,40000
comm_base_60,180,169,2026080569,496.0,206.99999999999997,60000
no_vax_base_ops,90,171,2026080571,1586.0,752.0,0
no_vax_enh_ops,90,171,2026080571,259.0,133.0,0
vax_base_ops,90,171,2026080571,1233.0,569.0,7085
vax_enh_ops,90,171,2026080571,241.99999999999997,127.00000000000001,7801
comm_base_40,90,171,2026080571,487.0,228.0,40000
comm_base_60,90,171,2026080571,353.0,166.0,60000
no_vax_base_ops,180,171,2026080571,5349.0,2459.0,0
no_vax_enh_ops,180,171,2026080571,259.0,133.0,0
vax_base_ops,180,171,2026080571,2257.0,992.0,15877
vax_enh_ops,180,171,2026080571,244.0,128.0,16765
comm_base_40,180,171,2026080571,620.0,283.0,40000
comm_base_60,180,171,2026080571,383.0,180.0,60000
no_vax_base_ops,90,172,2026080572,1053.0,470.0,0
no_vax_enh_ops,90,172,2026080572,199.0,89.0,0
vax_base_ops,90,172,2026080572,1068.0,461.00000000000006,6945
vax_enh_ops,90,172,2026080572,224.99999999999997,98.0,7980
comm_base_40,90,172,2026080572,424.0,180.0,40000
comm_base_60,90,172,2026080572,253.0,102.00000000000001,60000
no_vax_base_ops,180,172,2026080572,4776.0,2148.0,0
no_vax_enh_ops,180,172,2026080572,202.0,91.0,0
vax_base_ops,180,172,2026080572,2265.0,990.0000000000001,15780
vax_enh_ops,180,172,2026080572,224.99999999999997,98.0,16968
comm_base_40,180,172,2026080572,586.0,244.0,40000
comm_base_60,180,172,2026080572,253.0,102.00000000000001,60000
no_vax_base_ops,90,170,2026080570,1850.0,818.9999999999999,0
no_vax_enh_ops,90,170,2026080570,298.0,133.0,0
vax_base_ops,90,170,2026080570,1562.0,668.0,7024
vax_enh_ops,90,170,2026080570,261.0,112.99999999999999,8079
comm_base_40,90,170,2026080570,639.0,265.0,40000
comm_base_60,90,170,2026080570,398.99999999999994,157.0,60000
no_vax_base_ops,180,170,2026080570,6587.999999999999,2884.0,0
no_vax_enh_ops,180,170,2026080570,310.0,137.0,0
vax_base_ops,180,170,2026080570,3135.0000000000005,1330.0,15693
vax_enh_ops,180,170,2026080570,261.0,112.99999999999999,17085
comm_base_40,180,170,2026080570,704.0,300.0,40000
comm_base_60,180,170,2026080570,405.0,160.0,60000
no_vax_base_ops,90,175,2026080575,1532.0,693.0,0
no_vax_enh_ops,90,175,2026080575,253.0,127.00000000000001,0
vax_base_ops,90,175,2026080575,954.0,429.00000000000006,7488
vax_enh_ops,90,175,2026080575,244.0,124.0,8386
comm_base_40,90,175,2026080575,869.9999999999999,378.0,40000
comm_base_60,90,175,2026080575,445.0,188.0,60000
no_vax_base_ops,180,175,2026080575,5745.0,2584.0,0
no_vax_enh_ops,180,175,2026080575,257.0,127.00000000000001,0
vax_base_ops,180,175,2026080575,1727.0,753.0,16304
vax_enh_ops,180,175,2026080575,252.0,124.0,17359
comm_base_40,180,175,2026080575,1139.0,469.0,40000
comm_base_60,180,175,2026080575,502.0,214.0,60000
no_vax_base_ops,90,174,2026080574,1851.9999999999998,818.9999999999999,0
no_vax_enh_ops,90,174,2026080574,343.0,148.0,0
vax_base_ops,90,174,2026080574,1573.0,685.0,7550
vax_enh_ops,90,174,2026080574,304.0,134.0,7767
comm_base_40,90,174,2026080574,693.0,282.0,40000
comm_base_60,90,174,2026080574,442.00000000000006,177.0,60000
no_vax_base_ops,180,174,2026080574,6425.0,2881.0,0
no_vax_enh_ops,180,174,2026080574,353.0,152.0,0
vax_base_ops,180,174,2026080574,2776.0,1199.0,16258
vax_enh_ops,180,174,2026080574,306.0,135.0,16664
comm_base_40,180,174,2026080574,949.0,390.0,40000
comm_base_60,180,174,2026080574,486.0,192.0,60000
no_vax_base_ops,90,173,2026080573,2418.0,1093.0,0
no_vax_enh_ops,90,173,2026080573,361.0,156.0,0
vax_base_ops,90,173,2026080573,1510.0,662.0,7289
vax_enh_ops,90,173,2026080573,413.0,178.0,8073
comm_base_40,90,173,2026080573,596.0,239.00000000000003,40000
comm_base_60,90,173,2026080573,415.99999999999994,162.0,60000
no_vax_base_ops,180,173,2026080573,8261.0,3697.0000000000005,0
no_vax_enh_ops,180,173,2026080573,362.0,157.0,0
vax_base_ops,180,173,2026080573,2798.0,1232.0,16020
vax_enh_ops,180,173,2026080573,417.0,180.0,17012
comm_base_40,180,173,2026080573,698.0,283.0,40000
comm_base_60,180,173,2026080573,430.99999999999994,169.0,60000
no_vax_base_ops,90,177,2026080577,1743.0,763.0,0
no_vax_enh_ops,90,177,2026080577,237.00000000000003,103.99999999999999,0
vax_base_ops,90,177,2026080577,1211.0,512.0,7597
vax_enh_ops,90,177,2026080577,224.99999999999997,98.0,8079
comm_base_40,90,177,2026080577,655.0,269.0,40000
comm_base_60,90,177,2026080577,390.0,143.0,60000
no_vax_base_ops,180,177,2026080577,6397.0,2938.0,0
no_vax_enh_ops,180,177,2026080577,237.00000000000003,103.99999999999999,0
vax_base_ops,180,177,2026080577,2724.0,1169.0,16325
vax_enh_ops,180,177,2026080577,225.99999999999997,98.0,17016
comm_base_40,180,177,2026080577,958.0,377.0,40000
comm_base_60,180,177,2026080577,458.0,171.0,60000
no_vax_base_ops,90,176,2026080576,2409.0,1094.0,0
no_vax_enh_ops,90,176,2026080576,459.00000000000006,195.0,0
vax_base_ops,90,176,2026080576,2007.0,897.0,7014
vax_enh_ops,90,176,2026080576,355.0,139.0,7929
comm_base_40,90,176,2026080576,839.0,332.0,40000
comm_base_60,90,176,2026080576,545.0,202.0,60000
no_vax_base_ops,180,176,2026080576,8727.0,3977.0,0
no_vax_enh_ops,180,176,2026080576,475.0,202.0,0
vax_base_ops,180,176,2026080576,4077.0,1790.9999999999998,15538
vax_enh_ops,180,176,2026080576,364.0,144.0,16888
comm_base_40,180,176,2026080576,1038.0,428.0,40000
comm_base_60,180,176,2026080576,613.0,228.0,60000
no_vax_base_ops,90,180,2026080580,1444.0,648.0,0
no_vax_enh_ops,90,180,2026080580,360.0,140.0,0
vax_base_ops,90,180,2026080580,1332.0,565.0,6662
vax_enh_ops,90,180,2026080580,335.0,128.0,7960
comm_base_40,90,180,2026080580,632.0,249.0,40000
comm_base_60,90,180,2026080580,280.0,103.99999999999999,60000
no_vax_base_ops,180,180,2026080580,4259.0,1914.0,0
no_vax_enh_ops,180,180,2026080580,371.0,145.0,0
vax_base_ops,180,180,2026080580,2489.0,1087.0,15355
vax_enh_ops,180,180,2026080580,338.0,130.0,16930
comm_base_40,180,180,2026080580,865.9999999999999,350.0,40000
comm_base_60,180,180,2026080580,285.0,105.0,60000
no_vax_base_ops,90,178,2026080578,2437.0,1107.0,0
no_vax_enh_ops,90,178,2026080578,382.0,172.0,0
vax_base_ops,90,178,2026080578,1533.0,660.0,7949
vax_enh_ops,90,178,2026080578,364.0,161.0,8357
comm_base_40,90,178,2026080578,678.0,279.0,40000
comm_base_60,90,178,2026080578,498.0,197.0,60000
no_vax_base_ops,180,178,2026080578,7373.0,3288.0,0
no_vax_enh_ops,180,178,2026080578,386.0,176.0,0
vax_base_ops,180,178,2026080578,2743.0,1203.0,16647
vax_enh_ops,180,178,2026080578,366.0,162.0,17292
comm_base_40,180,178,2026080578,799.0000000000001,332.0,40000
comm_base_60,180,178,2026080578,523.0,206.99999999999997,60000
no_vax_base_ops,90,179,2026080579,2105.0,955.0,0
no_vax_enh_ops,90,179,2026080579,314.0,149.0,0
vax_base_ops,90,179,2026080579,1475.0,667.0,7052
vax_enh_ops,90,179,2026080579,262.0,118.0,8037
comm_base_40,90,179,2026080579,681.0,296.0,40000
comm_base_60,90,179,2026080579,512.0,215.0,60000
no_vax_base_ops,180,179,2026080579,7328.0,3343.9999999999995,0
no_vax_enh_ops,180,179,2026080579,315.0,150.0,0
vax_base_ops,180,179,2026080579,2671.0,1174.0,15719
vax_enh_ops,180,179,2026080579,262.0,118.0,16998
comm_base_40,180,179,2026080579,1022.0,449.99999999999994,40000
comm_base_60,180,179,2026080579,546.0,224.99999999999997,60000
no_vax_base_ops,90,183,2026080583,1178.0,538.0,0
no_vax_enh_ops,90,183,2026080583,232.0,111.99999999999999,0
vax_base_ops,90,183,2026080583,1124.0,506.0,7347
vax_enh_ops,90,183,2026080583,197.0,96.0,7912
comm_base_40,90,183,2026080583,559.0,249.0,40000
comm_base_60,90,183,2026080583,283.0,122.0,60000
no_vax_base_ops,180,183,2026080583,4493.0,2088.0,0
no_vax_enh_ops,180,183,2026080583,239.99999999999997,116.0,0
vax_base_ops,180,183,2026080583,2389.0,1052.0,16109
vax_enh_ops,180,183,2026080583,197.0,96.0,16906
comm_base_40,180,183,2026080583,717.0,313.0,40000
