analysis,base_deaths,immune_midpoint,max_vaccines,mortality_reduction_pct,radius,replicate,scenario_deaths,seed,ve_i,ve_m
fig4_immune_onset,668.0,14.0,,-4.940119760479042,2,71,701.0,2026800071,0.45,0.45
fig4_immune_onset,1398.0,14.0,,1.4306151645207439,2,72,1378.0,2026800072,0.45,0.45
fig4_immune_onset,1229.0,14.0,,11.228641171684297,2,73,1091.0,2026800073,0.45,0.45
fig4_immune_onset,822.0,14.0,,18.856447688564476,2,74,667.0,2026800074,0.45,0.45
fig4_immune_onset,1350.0,14.0,,16.0,2,75,1134.0,2026800075,0.45,0.45
fig4_immune_onset,936.0,14.0,,20.299145299145298,2,76,746.0,2026800076,0.45,0.45
fig4_immune_onset,1338.0,14.0,,15.246636771300448,2,77,1134.0,2026800077,0.45,0.45
fig4_immune_onset,1355.0,14.0,,9.00369003690037,2,78,1233.0,2026800078,0.45,0.45
fig4_immune_onset,941.0,14.0,,16.153028692879914,2,79,789.0,2026800079,0.45,0.45
fig4_immune_onset,1055.0,14.0,,1.5165876777251184,2,80,1039.0,2026800080,0.45,0.45
fig4_immune_onset,1144.0,14.0,,1.048951048951049,2,81,1132.0,2026800081,0.45,0.45
fig4_immune_onset,1735.0,14.0,,8.47262247838618,2,82,1587.9999999999998,2026800082,0.45,0.45
fig4_immune_onset,1381.0,14.0,,-3.2585083272990585,2,83,1426.0,2026800083,0.45,0.45
fig4_immune_onset,996.0,14.0,,7.429718875501997,2,84,922.0000000000001,2026800084,0.45,0.45
fig4_immune_onset,989.0,14.0,,14.762386248736098,2,85,843.0,2026800085,0.45,0.45
fig4_immune_onset,1103.0,14.0,,-7.162284678150499,2,86,1182.0,2026800086,0.45,0.45
fig4_immune_onset,1543.0,14.0,,2.20349967595593,2,87,1509.0,2026800087,0.45,0.45
fig4_immune_onset,1388.0,14.0,,10.662824207492795,2,88,1240.0,2026800088,0.45,0.45
fig4_immune_onset,1021.0,14.0,,8.91283055827621,2,89,929.9999999999999,2026800089,0.45,0.45
fig4_immune_onset,976.9999999999999,14.0,,19.54964176049128,2,90,786.0000000000001,2026800090,0.45,0.45
fig4_immune_onset,1263.0,14.0,,7.996832937450515,2,91,1162.0,2026800091,0.45,0.45
fig4_immune_onset,1217.0,14.0,,-8.545603944124897,2,92,1321.0,2026800092,0.45,0.45
fig4_immune_onset,1308.0,14.0,,5.122324159021407,2,93,1241.0,2026800093,0.45,0.45
fig4_immune_onset,1177.0,14.0,,12.489379779099405,2,94,1030.0,2026800094,0.45,0.45
fig4_immune_onset,1463.0,14.0,,16.404647983595353,2,95,1223.0,2026800095,0.45,0.45
fig4_immune_onset,961.0,14.0,,6.659729448491155,2,96,897.0,2026800096,0.45,0.45
fig4_immune_onset,899.0,14.0,,-1.4460511679644048,2,97,912.0,2026800097,0.45,0.45
fig4_immune_onset,1189.0,14.0,,9.083263246425568,2,98,1081.0,2026800098,0.45,0.45
fig4_immune_onset,1315.0,14.0,,17.490494296577946,2,99,1085.0,2026800099,0.45,0.45
