coverage,delay,replicate,seed,base_deaths,scenario_deaths,mortality_reduction_pct
0.7000000000000001,28.0,99,2026902099,1510.0,672.0,55.496688741721854
0.4,28.0,0,2026902000,1526.0,980.0,35.77981651376147
0.4,28.0,1,2026902001,1474.0,916.9999999999999,37.78833107191317
0.4,28.0,2,2026902002,932.0,537.0,42.38197424892704
0.4,28.0,3,2026902003,1008.0,591.0,41.36904761904762
0.4,28.0,4,2026902004,1089.0,674.0,38.10835629017447
0.4,28.0,5,2026902005,1408.0,831.0,40.98011363636363
0.4,28.0,6,2026902006,1428.0,784.9999999999999,45.0280112044818
0.4,28.0,7,2026902007,814.9999999999999,490.0,39.87730061349693
0.4,28.0,8,2026902008,1106.0,586.0,47.01627486437613
0.4,28.0,9,2026902009,984.9999999999999,528.0,46.395939086294405
0.4,28.0,10,2026902010,1086.0,667.0,38.58195211786372
0.4,28.0,11,2026902011,1120.0,747.0,33.30357142857143
0.4,28.0,12,2026902012,865.0,551.0,36.30057803468208
0.4,28.0,13,2026902013,1186.0,736.0,37.94266441821248
0.4,28.0,14,2026902014,910.0,507.0,44.285714285714285
0.4,28.0,15,2026902015,1061.0,608.0,42.69557021677662
0.4,28.0,16,2026902016,1061.0,628.0,40.810556079170595
0.4,28.0,17,2026902017,1104.0,645.0,41.57608695652174
0.4,28.0,18,2026902018,1432.0,824.0000000000001,42.458100558659204
0.4,28.0,19,2026902019,1051.0,672.0,36.06089438629876
0.4,28.0,20,2026902020,1169.0,818.0,30.025662959794698
0.4,28.0,21,2026902021,1232.0,700.0,43.18181818181818
0.4,28.0,22,2026902022,1541.0,843.0,45.295262816353016
0.4,28.0,23,2026902023,912.0,491.00000000000006,46.162280701754376
0.4,28.0,24,2026902024,1048.0,616.0,41.221374045801525
0.4,28.0,25,2026902025,1473.0,884.0000000000001,39.98642226748132
0.4,28.0,26,2026902026,1007.0000000000001,604.0,40.0198609731877
0.4,28.0,27,2026902027,1333.0,731.0,45.16129032258065
0.4,28.0,28,2026902028,1027.0,580.0,43.524829600778965
0.4,28.0,29,2026902029,942.0,551.0,41.50743099787686
0.4,28.0,30,2026902030,663.0,423.0,36.199095022624434
0.4,28.0,31,2026902031,1044.0,537.0,48.5632183908046
0.4,28.0,32,2026902032,1260.0,810.9999999999999,35.63492063492065
0.4,28.0,33,2026902033,809.0,478.00000000000006,40.914709517923356
0.4,28.0,34,2026902034,1169.0,649.0,44.48246364414029
0.4,28.0,35,2026902035,1204.0,730.0,39.3687707641196
0.4,28.0,36,2026902036,1290.0,782.0,39.37984496124031
0.4,28.0,37,2026902037,1398.0,889.0,36.40915593705293
0.4,28.0,38,2026902038,999.0000000000001,547.0,45.24524524524526
0.4,28.0,39,2026902039,797.0,556.0,30.238393977415306
0.4,28.0,40,2026902040,1082.0,678.0,37.33826247689464
0.4,28.0,41,2026902041,1058.0,635.0,39.98109640831758
0.4,28.0,42,2026902042,1091.0,739.0,32.26397800183318
0.4,28.0,43,2026902043,1073.0,629.0,41.37931034482759
0.4,28.0,44,2026902044,1148.0,696.0,39.37282229965157
0.4,28.0,45,2026902045,1077.0,651.0,39.55431754874652
0.4,28.0,46,2026902046,1117.0,693.0,37.95881826320501
0.4,28.0,47,2026902047,1052.0,605.0,42.49049429657795
0.4,28.0,48,2026902048,674.0,488.0,27.596439169139465
0.4,28.0,49,2026902049,1272.0,743.0,41.588050314465406
0.4,28.0,50,2026902050,1096.0,674.0,38.503649635036496
0.4,28.0,51,2026902051,1271.0,795.0,37.45082612116444
0.4,28.0,52,2026902052,1278.0,760.0,40.5320813771518
0.4,28.0,53,2026902053,1299.0,649.0,50.03849114703618
0.4,28.0,54,2026902054,661.0,383.0,42.05748865355522
0.4,28.0,55,2026902055,1323.0,674.0,49.055177626606195
0.4,28.0,56,2026902056,980.0,532.0,45.714285714285715
0.4,28.0,57,2026902057,927.0,583.0,37.108953613807984
0.4,28.0,58,2026902058,1086.0,622.0,42.7255985267035
0.4,28.0,59,2026902059,1241.0,615.0,50.443190975020144
0.4,28.0,60,2026902060,1023.0,584.0,42.91300097751711
0.4,28.0,61,2026902061,1277.0,787.0,38.37118245888802
0.4,28.0,62,2026902062,922.0000000000001,500.99999999999994,45.661605206073766
0.4,28.0,63,2026902063,892.0000000000001,623.0,30.15695067264575
0.4,28.0,64,2026902064,1475.0,814.9999999999999,44.745762711864415
0.4,28.0,65,2026902065,928.0,616.0,33.62068965517241
0.4,28.0,66,2026902066,1145.0,731.0,36.157205240174676
0.4,28.0,67,2026902067,1106.0,704.0,36.34719710669078
0.4,28.0,68,2026902068,1087.0,608.0,44.06623735050598
0.4,28.0,69,2026902069,745.0,443.0,40.53691275167785
0.4,28.0,70,2026902070,1231.0,810.0,34.199837530463036
0.4,28.0,71,2026902071,1443.0,818.9999999999999,43.243243243243256
0.4,28.0,72,2026902072,1249.0,784.0,37.22978382706165
0.4,28.0,73,2026902073,1253.0,743.0,40.702314445331204
0.4,28.0,74,2026902074,1067.0,624.0,41.518275538894095
0.4,28.0,75,2026902075,1025.0,635.0,38.048780487804876
0.4,28.0,76,2026902076,935.0000000000001,611.0,34.65240641711231
0.4,28.0,77,2026902077,1207.0,685.0,43.24772162386081
0.4,28.0,78,2026902078,1490.0,807.0000000000001,45.838926174496635
0.4,28.0,79,2026902079,1414.0,810.0,42.71570014144272
0.4,28.0,80,2026902080,1108.0,715.0,35.46931407942238
0.4,28.0,81,2026902081,1075.0,672.0,37.48837209302326
0.4,28.0,82,2026902082,915.0,541.0,40.87431693989071
0.4,28.0,83,2026902083,1447.0,824.0000000000001,43.05459571527297
0.4,28.0,84,2026902084,1183.0,610.0,48.43617920540998
0.4,28.0,85,2026902085,1356.0,717.0,47.123893805309734
0.4,28.0,86,2026902086,1180.0,657.0,44.32203389830509
0.4,28.0,87,2026902087,1007.0000000000001,638.0,36.64349553128104
0.4,28.0,88,2026902088,1342.0,771.0,42.54843517138599
0.4,28.0,89,2026902089,976.9999999999999,532.0,45.547594677584435
0.4,28.0,90,2026902090,875.0000000000001,483.99999999999994,44.6857142857143
0.4,28.0,91,2026902091,1183.0,702.0,40.65934065934066
0.4,28.0,92,2026902092,885.0,513.0,42.03389830508475
0.4,28.0,93,2026902093,679.0,386.0,43.15169366715759
0.4,28.0,94,2026902094,861.0,581.0,32.520325203252035
0.4,28.0,95,2026902095,1352.0,818.9999999999999,39.423076923076934
0.4,28.0,96,2026902096,1000.0,647.0,35.3
0.4,28.0,97,2026902097,1235.0,831.0,32.71255060728745
0.4,28.0,98,2026902098,791.0,532.0,32.743362831858406
0.4,28.0,99,2026902099,1510.0,958.0,36.556291390728475
0.8,28.0,0,2026902000,1526.0,677.0,55.63564875491481
0.8,28.0,1,2026902001,1474.0,600.0,59.29443690637721
0.8,28.0,2,2026902002,932.0,384.0,58.798283261802574
0.8,28.0,3,2026902003,1008.0,424.0,57.93650793650794
0.8,28.0,4,2026902004,1089.0,415.0,61.89164370982553
0.8,28.0,5,2026902005,1408.0,564.0,59.94318181818182
0.8,28.0,6,2026902006,1428.0,538.0,62.324929971988794
0.8,28.0,7,2026902007,814.9999999999999,316.0,61.226993865030664
0.8,28.0,8,2026902008,1106.0,474.00000000000006,57.142857142857146
0.8,28.0,9,2026902009,984.9999999999999,388.0,60.60913705583756
0.8,28.0,10,2026902010,1086.0,457.0,57.918968692449354
0.8,28.0,11,2026902011,1120.0,505.0,54.910714285714285
0.8,28.0,12,2026902012,865.0,382.0,55.83815028901734
0.8,28.0,13,2026902013,1186.0,481.0,59.44350758853288
0.8,28.0,14,2026902014,910.0,311.0,65.82417582417582
0.8,28.0,15,2026902015,1061.0,424.0,60.03770028275212
0.8,28.0,16,2026902016,1061.0,444.00000000000006,58.15268614514609
0.8,28.0,17,2026902017,1104.0,449.99999999999994,59.23913043478261
0.8,28.0,18,2026902018,1432.0,570.0,60.19553072625698
0.8,28.0,19,2026902019,1051.0,457.0,56.51760228353949
0.8,28.0,20,2026902020,1169.0,512.0,56.201881950384944
0.8,28.0,21,2026902021,1232.0,517.0,58.035714285714285
0.8,28.0,22,2026902022,1541.0,588.0,61.842959117456196
0.8,28.0,23,2026902023,912.0,332.0,63.59649122807018
0.8,28.0,24,2026902024,1048.0,410.00000000000006,60.87786259541985
0.8,28.0,25,2026902025,1473.0,602.0,59.13102511880516
0.8,28.0,26,2026902026,1007.0000000000001,415.0,58.78848063555115
0.8,28.0,27,2026902027,1333.0,489.0,63.31582895723931
0.8,28.0,28,2026902028,1027.0,379.0,63.09639727361246
0.8,28.0,29,2026902029,942.0,386.0,59.02335456475584
0.8,28.0,30,2026902030,663.0,343.0,48.26546003016591
0.8,28.0,31,2026902031,1044.0,366.0,64.94252873563218
0.8,28.0,32,2026902032,1260.0,485.0,61.507936507936506
