strategy,replicate_id,simulation_seed,extinct_before_day90,extinction_time,total_deaths,total_infected,total_vaccines
comm_base_60,122,2026073122,0,nan,202,496,60000
no_vax_base_ops,125,2026073125,0,nan,787,1691,0
no_vax_enh_ops,125,2026073125,0,nan,138,280,0
comm_base_40,125,2026073125,0,nan,286,633,40000
comm_base_60,125,2026073125,0,nan,246,578,60000
no_vax_base_ops,124,2026073124,0,nan,738,1595,0
no_vax_enh_ops,124,2026073124,0,nan,164,353,0
comm_base_40,124,2026073124,0,nan,261,606,40000
comm_base_60,124,2026073124,0,nan,134,316,60000
no_vax_base_ops,128,2026073128,0,nan,516,1124,0
no_vax_enh_ops,128,2026073128,1,83.59205548345608,118,299,0
comm_base_40,128,2026073128,0,nan,230,558,40000
comm_base_60,128,2026073128,0,nan,97,266,60000
no_vax_base_ops,129,2026073129,0,nan,1003,2204,0
no_vax_enh_ops,129,2026073129,0,nan,139,317,0
comm_base_40,129,2026073129,0,nan,322,776,40000
comm_base_60,129,2026073129,0,nan,229,566,60000
no_vax_base_ops,127,2026073127,0,nan,1059,2401,0
no_vax_enh_ops,127,2026073127,1,84.7480834804098,79,202,0
comm_base_40,127,2026073127,0,nan,252,613,40000
comm_base_60,127,2026073127,0,nan,130,337,60000
no_vax_base_ops,130,2026073130,0,nan,858,1949,0
no_vax_enh_ops,130,2026073130,0,nan,119,271,0
comm_base_40,130,2026073130,0,nan,298,749,40000
comm_base_60,130,2026073130,0,nan,177,441,60000
no_vax_base_ops,126,2026073126,0,nan,824,1798,0
no_vax_enh_ops,126,2026073126,1,85.31959370209988,97,205,0
comm_base_40,126,2026073126,0,nan,263,610,40000
comm_base_60,126,2026073126,0,nan,124,291,60000
no_vax_base_ops,132,2026073132,0,nan,743,1619,0
no_vax_enh_ops,132,2026073132,0,nan,140,281,0
comm_base_40,132,2026073132,0,nan,268,629,40000
comm_base_60,132,2026073132,0,nan,170,393,60000
no_vax_base_ops,131,2026073131,0,nan,607,1350,0
no_vax_enh_ops,131,2026073131,0,nan,154,333,0
comm_base_40,131,2026073131,0,nan,265,654,40000
comm_base_60,131,2026073131,0,nan,180,479,60000
no_vax_base_ops,133,2026073133,0,nan,790,1774,0
no_vax_enh_ops,133,2026073133,0,nan,118,265,0
comm_base_40,133,2026073133,0,nan,320,798,40000
comm_base_60,133,2026073133,0,nan,181,483,60000
no_vax_base_ops,134,2026073134,0,nan,692,1567,0
no_vax_enh_ops,134,2026073134,0,nan,82,200,0
comm_base_40,134,2026073134,0,nan,273,661,40000
comm_base_60,134,2026073134,0,nan,165,428,60000
no_vax_base_ops,135,2026073135,0,nan,699,1475,0
no_vax_enh_ops,135,2026073135,0,nan,145,304,0
comm_base_40,135,2026073135,0,nan,244,553,40000
comm_base_60,135,2026073135,0,nan,148,370,60000
no_vax_base_ops,138,2026073138,0,nan,557,1285,0
no_vax_enh_ops,138,2026073138,1,71.09024782843636,104,228,0
comm_base_40,138,2026073138,0,nan,184,412,40000
comm_base_60,138,2026073138,0,nan,162,397,60000
no_vax_base_ops,136,2026073136,0,nan,1021,2198,0
no_vax_enh_ops,136,2026073136,0,nan,126,253,0
comm_base_40,136,2026073136,0,nan,260,607,40000
comm_base_60,136,2026073136,0,nan,175,412,60000
no_vax_base_ops,137,2026073137,0,nan,784,1748,0
no_vax_enh_ops,137,2026073137,1,89.9764672730714,152,297,0
comm_base_40,137,2026073137,0,nan,355,818,40000
comm_base_60,137,2026073137,0,nan,204,496,60000
no_vax_base_ops,139,2026073139,0,nan,1011,2123,0
no_vax_enh_ops,139,2026073139,0,nan,105,229,0
comm_base_40,139,2026073139,0,nan,234,529,40000
comm_base_60,139,2026073139,0,nan,150,378,60000
no_vax_base_ops,140,2026073140,0,nan,775,1716,0
no_vax_enh_ops,140,2026073140,0,nan,103,261,0
comm_base_40,140,2026073140,0,nan,272,670,40000
comm_base_60,140,2026073140,0,nan,174,449,60000
no_vax_base_ops,141,2026073141,0,nan,797,1825,0
no_vax_enh_ops,141,2026073141,0,nan,113,274,0
comm_base_40,141,2026073141,0,nan,366,898,40000
comm_base_60,141,2026073141,0,nan,210,547,60000
no_vax_base_ops,144,2026073144,0,nan,682,1468,0
no_vax_enh_ops,144,2026073144,0,nan,110,232,0
comm_base_40,144,2026073144,0,nan,221,529,40000
comm_base_60,144,2026073144,0,nan,124,305,60000
no_vax_base_ops,142,2026073142,0,nan,725,1649,0
no_vax_enh_ops,142,2026073142,0,nan,144,320,0
comm_base_40,142,2026073142,0,nan,289,712,40000
comm_base_60,142,2026073142,0,nan,153,370,60000
no_vax_base_ops,143,2026073143,0,nan,996,2302,0
no_vax_enh_ops,143,2026073143,0,nan,130,289,0
comm_base_40,143,2026073143,0,nan,300,703,40000
comm_base_60,143,2026073143,0,nan,218,511,60000
no_vax_base_ops,145,2026073145,0,nan,781,1684,0
no_vax_enh_ops,145,2026073145,0,nan,129,286,0
comm_base_40,145,2026073145,0,nan,257,597,40000
comm_base_60,145,2026073145,0,nan,156,381,60000
no_vax_base_ops,146,2026073146,0,nan,528,1168,0
no_vax_enh_ops,146,2026073146,0,nan,159,365,0
comm_base_40,146,2026073146,0,nan,165,399,40000
comm_base_60,146,2026073146,0,nan,153,384,60000
no_vax_base_ops,147,2026073147,0,nan,462,1072,0
no_vax_enh_ops,147,2026073147,0,nan,155,337,0
comm_base_40,147,2026073147,0,nan,187,466,40000
comm_base_60,147,2026073147,0,nan,153,368,60000
no_vax_base_ops,149,2026073149,0,nan,1000,2169,0
no_vax_enh_ops,149,2026073149,1,78.516773444458,99,223,0
comm_base_40,149,2026073149,0,nan,280,659,40000
comm_base_60,149,2026073149,0,nan,108,290,60000
no_vax_base_ops,148,2026073148,0,nan,958,2123,0
no_vax_enh_ops,148,2026073148,0,nan,185,413,0
comm_base_40,148,2026073148,0,nan,318,773,40000
comm_base_60,148,2026073148,0,nan,179,451,60000
no_vax_base_ops,154,2026073154,0,nan,979,2178,0
no_vax_enh_ops,154,2026073154,0,nan,116,282,0
comm_base_40,154,2026073154,0,nan,209,554,40000
comm_base_60,154,2026073154,0,nan,131,351,60000
no_vax_base_ops,152,2026073152,0,nan,899,1979,0
no_vax_enh_ops,152,2026073152,0,nan,141,335,0
comm_base_40,152,2026073152,0,nan,190,480,40000
comm_base_60,152,2026073152,0,nan,122,324,60000
no_vax_base_ops,151,2026073151,0,nan,851,1917,0
no_vax_enh_ops,151,2026073151,0,nan,165,364,0
comm_base_40,151,2026073151,0,nan,350,821,40000
comm_base_60,151,2026073151,0,nan,214,552,60000
no_vax_base_ops,150,2026073150,0,nan,500,1144,0
no_vax_enh_ops,150,2026073150,0,nan,96,212,0
comm_base_40,150,2026073150,0,nan,189,427,40000
comm_base_60,150,2026073150,0,nan,144,343,60000
no_vax_base_ops,153,2026073153,0,nan,666,1482,0
no_vax_enh_ops,153,2026073153,0,nan,76,194,0
comm_base_40,153,2026073153,0,nan,196,463,40000
comm_base_60,153,2026073153,0,nan,105,292,60000
no_vax_base_ops,156,2026073156,0,nan,526,1158,0
no_vax_enh_ops,156,2026073156,0,nan,135,293,0
comm_base_40,156,2026073156,0,nan,186,423,40000
comm_base_60,156,2026073156,1,84.88756518481574,97,228,60000
no_vax_base_ops,155,2026073155,0,nan,825,1830,0
no_vax_enh_ops,155,2026073155,0,nan,120,240,0
comm_base_40,155,2026073155,0,nan,208,459,40000
comm_base_60,155,2026073155,0,nan,135,310,60000
no_vax_base_ops,157,2026073157,0,nan,836,1879,0
no_vax_enh_ops,157,2026073157,0,nan,148,303,0
comm_base_40,157,2026073157,0,nan,312,686,40000
comm_base_60,157,2026073157,0,nan,177,403,60000
no_vax_base_ops,158,2026073158,0,nan,545,1268,0
no_vax_enh_ops,158,2026073158,0,nan,94,251,0
comm_base_40,158,2026073158,0,nan,211,552,40000
comm_base_60,158,2026073158,0,nan,91,263,60000
no_vax_base_ops,162,2026073162,0,nan,890,1948,0
no_vax_enh_ops,162,2026073162,0,nan,155,329,0
comm_base_40,162,2026073162,0,nan,251,588,40000
comm_base_60,162,2026073162,0,nan,186,463,60000
no_vax_base_ops,159,2026073159,0,nan,971,2113,0
no_vax_enh_ops,159,2026073159,0,nan,176,368,0
comm_base_40,159,2026073159,0,nan,356,822,40000
comm_base_60,159,2026073159,0,nan,199,479,60000
no_vax_base_ops,161,2026073161,0,nan,817,1846,0
no_vax_enh_ops,161,2026073161,0,nan,123,288,0
comm_base_40,161,2026073161,0,nan,215,537,40000
comm_base_60,161,2026073161,0,nan,139,382,60000
no_vax_base_ops,160,2026073160,0,nan,749,1653,0
no_vax_enh_ops,160,2026073160,0,nan,93,205,0
comm_base_40,160,2026073160,0,nan,267,647,40000
comm_base_60,160,2026073160,0,nan,127,318,60000
no_vax_base_ops,163,2026073163,0,nan,974,2077,0
no_vax_enh_ops,163,2026073163,0,nan,127,294,0
comm_base_40,163,2026073163,0,nan,322,712,40000
comm_base_60,163,2026073163,0,nan,147,347,60000
no_vax_base_ops,164,2026073164,0,nan,1042,2290,0
no_vax_enh_ops,164,2026073164,1,76.20785892216058,136,278,0
comm_base_40,164,2026073164,0,nan,320,713,40000
comm_base_60,164,2026073164,0,nan,216,506,60000
no_vax_base_ops,167,2026073167,0,nan,1258,2723,0
no_vax_enh_ops,167,2026073167,0,nan,140,282,0
comm_base_40,167,2026073167,0,nan,396,902,40000
comm_base_60,167,2026073167,0,nan,255,619,60000
no_vax_base_ops,170,2026073170,0,nan,821,1863,0
no_vax_enh_ops,170,2026073170,0,nan,126,294,0
comm_base_40,170,2026073170,0,nan,267,687,40000
comm_base_60,170,2026073170,0,nan,160,424,60000
no_vax_base_ops,166,2026073166,0,nan,1103,2425,0
no_vax_enh_ops,166,2026073166,0,nan,197,439,0
comm_base_40,166,2026073166,0,nan,368,866,40000
comm_base_60,166,2026073166,0,nan,202,519,60000
no_vax_base_ops,168,2026073168,0,nan,823,1834,0
no_vax_enh_ops,168,2026073168,1,87.04887057021212,94,200,0
comm_base_40,168,2026073168,0,nan,320,745,40000
comm_base_60,168,2026073168,0,nan,158,387,60000
no_vax_base_ops,169,2026073169,0,nan,1250,2754,0
no_vax_enh_ops,169,2026073169,0,nan,122,278,0
comm_base_40,169,2026073169,0,nan,285,705,40000
comm_base_60,169,2026073169,0,nan,238,605,60000
no_vax_base_ops,165,2026073165,0,nan,799,1702,0
no_vax_enh_ops,165,2026073165,0,nan,234,450,0
comm_base_40,165,2026073165,0,nan,231,499,40000
comm_base_60,165,2026073165,0,nan,226,497,60000
no_vax_base_ops,171,2026073171,0,nan,995,2201,0
no_vax_enh_ops,171,2026073171,0,nan,122,285,0
comm_base_40,171,2026073171,0,nan,284,701,40000
comm_base_60,171,2026073171,0,nan,191,506,60000
no_vax_base_ops,172,2026073172,0,nan,964,2185,0
no_vax_enh_ops,172,2026073172,0,nan,111,251,0
comm_base_40,172,2026073172,0,nan,211,512,40000
comm_base_60,172,2026073172,0,nan,117,329,60000
no_vax_base_ops,173,2026073173,0,nan,835,1776,0
no_vax_enh_ops,173,2026073173,0,nan,166,356,0
comm_base_40,173,2026073173,0,nan,286,658,40000
comm_base_60,173,2026073173,0,nan,178,432,60000
no_vax_base_ops,175,2026073175,0,nan,1058,2329,0
no_vax_enh_ops,175,2026073175,1,85.30078500918938,132,291,0
comm_base_40,175,2026073175,0,nan,258,615,40000
comm_base_60,175,2026073175,0,nan,183,458,60000
no_vax_base_ops,178,2026073178,0,nan,661,1495,0
no_vax_enh_ops,178,2026073178,0,nan,123,282,0
comm_base_40,178,2026073178,0,nan,220,530,40000
comm_base_60,178,2026073178,0,nan,162,421,60000
no_vax_base_ops,174,2026073174,0,nan,1042,2297,0
no_vax_enh_ops,174,2026073174,0,nan,184,399,0
comm_base_40,174,2026073174,0,nan,332,787,40000
comm_base_60,174,2026073174,0,nan,189,439,60000
no_vax_base_ops,176,2026073176,0,nan,732,1690,0
no_vax_enh_ops,176,2026073176,0,nan,145,324,0
comm_base_40,176,2026073176,0,nan,256,619,40000
comm_base_60,176,2026073176,0,nan,164,411,60000
no_vax_base_ops,177,2026073177,0,nan,1239,2757,0
no_vax_enh_ops,177,2026073177,0,nan,99,261,0
comm_base_40,177,2026073177,0,nan,252,612,40000
comm_base_60,177,2026073177,0,nan,141,393,60000
no_vax_base_ops,182,2026073182,0,nan,528,1206,0
no_vax_enh_ops,182,2026073182,0,nan,121,256,0
comm_base_40,182,2026073182,0,nan,201,500,40000
comm_base_60,182,2026073182,0,nan,131,319,60000
no_vax_base_ops,179,2026073179,0,nan,830,1828,0
no_vax_enh_ops,179,2026073179,0,nan,115,271,0
comm_base_40,179,2026073179,0,nan,278,686,40000
comm_base_60,179,2026073179,0,nan,172,453,60000
no_vax_base_ops,180,2026073180,0,nan,798,1730,0
no_vax_enh_ops,180,2026073180,0,nan,139,295,0
comm_base_40,180,2026073180,0,nan,310,691,40000
comm_base_60,180,2026073180,0,nan,192,454,60000
no_vax_base_ops,181,2026073181,0,nan,812,1850,0
no_vax_enh_ops,181,2026073181,0,nan,120,281,0
comm_base_40,181,2026073181,0,nan,239,582,40000
comm_base_60,181,2026073181,0,nan,146,357,60000
no_vax_base_ops,183,2026073183,0,nan,922,2025,0
no_vax_enh_ops,183,2026073183,1,65.37445922663211,97,219,0
comm_base_40,183,2026073183,0,nan,240,563,40000
comm_base_60,183,2026073183,0,nan,137,350,60000
no_vax_base_ops,185,2026073185,0,nan,922,2012,0
no_vax_enh_ops,185,2026073185,0,nan,129,283,0
comm_base_40,185,2026073185,0,nan,304,689,40000
comm_base_60,185,2026073185,0,nan,231,536,60000
no_vax_base_ops,184,2026073184,0,nan,905,2027,0
no_vax_enh_ops,184,2026073184,0,nan,97,225,0
comm_base_40,184,2026073184,0,nan,261,644,40000
comm_base_60,184,2026073184,0,nan,135,366,60000
no_vax_base_ops,186,2026073186,0,nan,629,1361,0
no_vax_enh_ops,186,2026073186,0,nan,135,313,0
comm_base_40,186,2026073186,0,nan,192,451,40000
comm_base_60,186,2026073186,0,nan,117,293,60000
no_vax_base_ops,188,2026073188,0,nan,582,1254,0
no_vax_enh_ops,188,2026073188,1,80.15965232655384,119,215,0
comm_base_40,188,2026073188,0,nan,214,454,40000
comm_base_60,188,2026073188,0,nan,186,415,60000
no_vax_base_ops,190,2026073190,0,nan,910,2030,0
no_vax_enh_ops,190,2026073190,0,nan,135,257,0
comm_base_40,190,2026073190,0,nan,302,689,40000
comm_base_60,190,2026073190,0,nan,201,449,60000
no_vax_base_ops,187,2026073187,0,nan,660,1426,0
no_vax_enh_ops,187,2026073187,0,nan,138,311,0
comm_base_40,187,2026073187,0,nan,304,685,40000
comm_base_60,187,2026073187,0,nan,153,397,60000
no_vax_base_ops,191,2026073191,0,nan,1041,2259,0
no_vax_enh_ops,191,2026073191,0,nan,119,241,0
comm_base_40,191,2026073191,0,nan,350,854,40000
comm_base_60,191,2026073191,0,nan,153,359,60000
no_vax_base_ops,194,2026073194,0,nan,710,1608,0
no_vax_enh_ops,194,2026073194,0,nan,146,341,0
comm_base_40,194,2026073194,0,nan,250,658,40000
comm_base_60,194,2026073194,0,nan,158,428,60000
no_vax_base_ops,193,2026073193,0,nan,672,1462,0
no_vax_enh_ops,193,2026073193,0,nan,129,263,0
comm_base_40,193,2026073193,0,nan,273,634,40000
comm_base_60,193,2026073193,0,nan,160,370,60000
no_vax_base_ops,189,2026073189,0,nan,1215,2717,0
no_vax_enh_ops,189,2026073189,0,nan,183,401,0
comm_base_40,189,2026073189,0,nan,379,935,40000
comm_base_60,189,2026073189,0,nan,188,495,60000
no_vax_base_ops,192,2026073192,0,nan,917,2012,0
no_vax_enh_ops,192,2026073192,0,nan,131,285,0
comm_base_40,192,2026073192,0,nan,339,809,40000
comm_base_60,192,2026073192,0,nan,190,480,60000
no_vax_base_ops,195,2026073195,0,nan,990,2160,0
no_vax_enh_ops,195,2026073195,0,nan,157,351,0
comm_base_40,195,2026073195,0,nan,195,477,40000
comm_base_60,195,2026073195,0,nan,191,476,60000
no_vax_base_ops,198,2026073198,0,nan,847,1789,0
no_vax_enh_ops,198,2026073198,0,nan,131,273,0
comm_base_40,198,2026073198,0,nan,355,803,40000
comm_base_60,198,2026073198,0,nan,175,399,60000
no_vax_base_ops,196,2026073196,0,nan,1141,2550,0
no_vax_enh_ops,196,2026073196,0,nan,167,369,0
comm_base_40,196,2026073196,0,nan,315,767,40000
comm_base_60,196,2026073196,0,nan,178,428,60000
no_vax_base_ops,199,2026073199,0,nan,980,2104,0
no_vax_enh_ops,199,2026073199,0,nan,100,214,0
comm_base_40,199,2026073199,0,nan,234,573,40000
comm_base_60,199,2026073199,0,nan,134,338,60000
no_vax_base_ops,202,2026073202,0,nan,833,1745,0
no_vax_enh_ops,202,2026073202,0,nan,167,384,0
comm_base_40,202,2026073202,0,nan,270,624,40000
comm_base_60,202,2026073202,0,nan,129,334,60000
no_vax_base_ops,201,2026073201,0,nan,992,2140,0
no_vax_enh_ops,201,2026073201,0,nan,163,362,0
comm_base_40,201,2026073201,0,nan,343,768,40000
comm_base_60,201,2026073201,0,nan,176,453,60000
no_vax_base_ops,197,2026073197,0,nan,1038,2285,0
no_vax_enh_ops,197,2026073197,0,nan,175,372,0
comm_base_40,197,2026073197,0,nan,341,779,40000
comm_base_60,197,2026073197,0,nan,189,434,60000
no_vax_base_ops,200,2026073200,0,nan,1119,2423,0
no_vax_enh_ops,200,2026073200,0,nan,199,423,0
comm_base_40,200,2026073200,0,nan,328,779,40000
comm_base_60,200,2026073200,0,nan,243,572,60000
no_vax_base_ops,203,2026073203,0,nan,852,1964,0
no_vax_enh_ops,203,2026073203,0,nan,112,260,0
comm_base_40,203,2026073203,0,nan,256,628,40000
comm_base_60,203,2026073203,0,nan,140,372,60000
no_vax_base_ops,205,2026073205,0,nan,606,1378,0
no_vax_enh_ops,205,2026073205,0,nan,115,276,0
comm_base_40,205,2026073205,0,nan,241,603,40000
comm_base_60,205,2026073205,0,nan,140,348,60000
no_vax_base_ops,206,2026073206,0,nan,1008,2194,0
no_vax_enh_ops,206,2026073206,0,nan,159,362,0
comm_base_40,206,2026073206,0,nan,401,930,40000
comm_base_60,206,2026073206,0,nan,202,533,60000
no_vax_base_ops,207,2026073207,0,nan,840,1932,0
no_vax_enh_ops,207,2026073207,0,nan,158,366,0
comm_base_40,207,2026073207,0,nan,344,797,40000
comm_base_60,207,2026073207,0,nan,164,426,60000
no_vax_base_ops,204,2026073204,0,nan,947,2192,0
no_vax_enh_ops,204,2026073204,0,nan,76,169,0
comm_base_40,204,2026073204,0,nan,180,461,40000
comm_base_60,204,2026073204,0,nan,144,367,60000
no_vax_base_ops,208,2026073208,0,nan,1009,2240,0
no_vax_enh_ops,208,2026073208,0,nan,173,399,0
comm_base_40,208,2026073208,0,nan,355,868,40000
comm_base_60,208,2026073208,0,nan,193,490,60000
no_vax_base_ops,209,2026073209,0,nan,1215,2646,0
no_vax_enh_ops,209,2026073209,0,nan,166,351,0
comm_base_40,209,2026073209,0,nan,320,736,40000
comm_base_60,209,2026073209,0,nan,157,397,60000
no_vax_base_ops,210,2026073210,0,nan,593,1320,0
no_vax_enh_ops,210,2026073210,0,nan,133,310,0
comm_base_40,210,2026073210,0,nan,266,663,40000
comm_base_60,210,2026073210,0,nan,163,425,60000
no_vax_base_ops,211,2026073211,0,nan,749,1622,0
no_vax_enh_ops,211,2026073211,1,87.81092700196965,176,360,0
comm_base_40,211,2026073211,0,nan,315,732,40000
comm_base_60,211,2026073211,0,nan,207,477,60000
no_vax_base_ops,212,2026073212,0,nan,663,1445,0
no_vax_enh_ops,212,2026073212,0,nan,134,298,0
comm_base_40,212,2026073212,0,nan,247,619,40000
comm_base_60,212,2026073212,0,nan,155,382,60000
no_vax_base_ops,214,2026073214,0,nan,904,1964,0
no_vax_enh_ops,214,2026073214,0,nan,136,304,0
comm_base_40,214,2026073214,0,nan,346,835,40000
comm_base_60,214,2026073214,0,nan,168,400,60000
no_vax_base_ops,213,2026073213,0,nan,550,1234,0
no_vax_enh_ops,213,2026073213,0,nan,127,295,0
comm_base_40,213,2026073213,0,nan,246,611,40000
comm_base_60,213,2026073213,0,nan,180,490,60000
no_vax_base_ops,215,2026073215,0,nan,1375,2991,0
no_vax_enh_ops,215,2026073215,0,nan,151,330,0
comm_base_40,215,2026073215,0,nan,372,842,40000
comm_base_60,215,2026073215,0,nan,262,648,60000
no_vax_base_ops,217,2026073217,0,nan,977,2122,0
no_vax_enh_ops,217,2026073217,0,nan,112,234,0
comm_base_40,217,2026073217,0,nan,228,492,40000
comm_base_60,217,2026073217,0,nan,174,386,60000
no_vax_base_ops,218,2026073218,0,nan,647,1405,0
no_vax_enh_ops,218,2026073218,0,nan,122,269,0
comm_base_40,218,2026073218,0,nan,178,416,40000
comm_base_60,218,2026073218,0,nan,129,319,60000
no_vax_base_ops,216,2026073216,0,nan,923,1992,0
no_vax_enh_ops,216,2026073216,0,nan,104,235,0
comm_base_40,216,2026073216,0,nan,258,617,40000
comm_base_60,216,2026073216,0,nan,132,336,60000
no_vax_base_ops,219,2026073219,0,nan,924,2049,0
no_vax_enh_ops,219,2026073219,0,nan,117,279,0
comm_base_40,219,2026073219,0,nan,263,637,40000
comm_base_60,219,2026073219,0,nan,156,398,60000
no_vax_base_ops,220,2026073220,0,nan,1119,2476,0
no_vax_enh_ops,220,2026073220,1,78.64378195845278,151,328,0
comm_base_40,220,2026073220,0,nan,410,967,40000
comm_base_60,220,2026073220,0,nan,218,512,60000
no_vax_base_ops,221,2026073221,0,nan,699,1460,0
no_vax_enh_ops,221,2026073221,0,nan,130,290,0
comm_base_40,221,2026073221,0,nan,181,432,40000
comm_base_60,221,2026073221,0,nan,179,440,60000
no_vax_base_ops,222,2026073222,0,nan,929,2129,0
no_vax_enh_ops,222,2026073222,0,nan,159,346,0
comm_base_40,222,2026073222,0,nan,363,886,40000
comm_base_60,222,2026073222,0,nan,226,596,60000
no_vax_base_ops,224,2026073224,0,nan,746,1709,0
no_vax_enh_ops,224,2026073224,0,nan,158,342,0
comm_base_40,224,2026073224,0,nan,268,641,40000
comm_base_60,224,2026073224,0,nan,158,386,60000
no_vax_base_ops,225,2026073225,0,nan,756,1604,0
no_vax_enh_ops,225,2026073225,0,nan,90,227,0
comm_base_40,225,2026073225,0,nan,208,511,40000
comm_base_60,225,2026073225,0,nan,149,377,60000
no_vax_base_ops,226,2026073226,0,nan,695,1554,0
no_vax_enh_ops,226,2026073226,0,nan,122,297,0
comm_base_40,226,2026073226,0,nan,248,599,40000
comm_base_60,226,2026073226,0,nan,159,412,60000
no_vax_base_ops,223,2026073223,0,nan,1045,2387,0
no_vax_enh_ops,223,2026073223,0,nan,131,278,0
comm_base_40,223,2026073223,0,nan,377,908,40000
comm_base_60,223,2026073223,0,nan,221,544,60000
no_vax_base_ops,227,2026073227,0,nan,981,2179,0
no_vax_enh_ops,227,2026073227,0,nan,142,289,0
comm_base_40,227,2026073227,0,nan,256,636,40000
comm_base_60,227,2026073227,0,nan,139,328,60000
no_vax_base_ops,228,2026073228,0,nan,652,1408,0
no_vax_enh_ops,228,2026073228,0,nan,149,317,0
comm_base_40,228,2026073228,0,nan,191,448,40000
comm_base_60,228,2026073228,0,nan,157,365,60000
no_vax_base_ops,229,2026073229,0,nan,663,1417,0
no_vax_enh_ops,229,2026073229,0,nan,129,295,0
comm_base_40,229,2026073229,0,nan,219,521,40000
comm_base_60,229,2026073229,0,nan,110,285,60000
no_vax_base_ops,230,2026073230,0,nan,846,1942,0
no_vax_enh_ops,230,2026073230,0,nan,145,357,0
comm_base_40,230,2026073230,0,nan,242,625,40000
comm_base_60,230,2026073230,0,nan,167,496,60000
no_vax_base_ops,231,2026073231,0,nan,833,1793,0
no_vax_enh_ops,231,2026073231,0,nan,163,349,0
comm_base_40,231,2026073231,0,nan,231,546,40000
comm_base_60,231,2026073231,0,nan,141,365,60000
no_vax_base_ops,232,2026073232,0,nan,618,1358,0
no_vax_enh_ops,232,2026073232,0,nan,141,283,0
comm_base_40,232,2026073232,0,nan,214,489,40000
comm_base_60,232,2026073232,0,nan,164,373,60000
no_vax_base_ops,234,2026073234,0,nan,612,1315,0
no_vax_enh_ops,234,2026073234,1,88.29236548125054,146,286,0
comm_base_40,234,2026073234,0,nan,197,427,40000
comm_base_60,234,2026073234,0,nan,154,328,60000
no_vax_base_ops,233,2026073233,0,nan,801,1709,0
no_vax_enh_ops,233,2026073233,0,nan,134,314,0
comm_base_40,233,2026073233,0,nan,297,670,40000
comm_base_60,233,2026073233,0,nan,165,395,60000
no_vax_base_ops,236,2026073236,0,nan,366,810,0
no_vax_enh_ops,236,2026073236,0,nan,106,251,0
comm_base_40,236,2026073236,0,nan,135,343,40000
comm_base_60,236,2026073236,0,nan,104,272,60000
no_vax_base_ops,235,2026073235,0,nan,825,1885,0
no_vax_enh_ops,235,2026073235,0,nan,138,317,0
comm_base_40,235,2026073235,0,nan,206,525,40000
comm_base_60,235,2026073235,0,nan,103,280,60000
no_vax_base_ops,237,2026073237,0,nan,484,1088,0
no_vax_enh_ops,237,2026073237,0,nan,154,324,0
comm_base_40,237,2026073237,0,nan,208,489,40000
comm_base_60,237,2026073237,0,nan,138,336,60000
no_vax_base_ops,239,2026073239,0,nan,701,1534,0
no_vax_enh_ops,239,2026073239,0,nan,158,357,0
comm_base_40,239,2026073239,0,nan,318,759,40000
comm_base_60,239,2026073239,0,nan,159,421,60000
no_vax_base_ops,241,2026073241,0,nan,575,1342,0
no_vax_enh_ops,241,2026073241,0,nan,85,187,0
comm_base_40,241,2026073241,0,nan,210,473,40000
comm_base_60,241,2026073241,0,nan,100,233,60000
no_vax_base_ops,240,2026073240,0,nan,907,1951,0
no_vax_enh_ops,240,2026073240,0,nan,174,352,0
comm_base_40,240,2026073240,0,nan,298,661,40000
comm_base_60,240,2026073240,0,nan,188,441,60000
no_vax_base_ops,238,2026073238,0,nan,1016,2200,0
no_vax_enh_ops,238,2026073238,0,nan,126,275,0
comm_base_40,238,2026073238,0,nan,391,904,40000
comm_base_60,238,2026073238,0,nan,182,438,60000
no_vax_base_ops,242,2026073242,0,nan,791,1750,0
no_vax_enh_ops,242,2026073242,0,nan,164,354,0
comm_base_40,242,2026073242,0,nan,247,550,40000
comm_base_60,242,2026073242,0,nan,160,392,60000
no_vax_base_ops,243,2026073243,0,nan,741,1600,0
no_vax_enh_ops,243,2026073243,0,nan,146,285,0
comm_base_40,243,2026073243,0,nan,258,572,40000
comm_base_60,243,2026073243,0,nan,163,349,60000
no_vax_base_ops,245,2026073245,0,nan,498,1156,0
no_vax_enh_ops,245,2026073245,0,nan,171,395,0
comm_base_40,245,2026073245,0,nan,178,442,40000
comm_base_60,245,2026073245,1,85.94372047992384,96,226,60000
no_vax_base_ops,244,2026073244,0,nan,901,2024,0
no_vax_enh_ops,244,2026073244,0,nan,205,477,0
comm_base_40,244,2026073244,0,nan,321,729,40000
comm_base_60,244,2026073244,0,nan,153,391,60000
no_vax_base_ops,246,2026073246,0,nan,586,1275,0
no_vax_enh_ops,246,2026073246,0,nan,104,251,0
comm_base_40,246,2026073246,0,nan,282,645,40000
comm_base_60,246,2026073246,0,nan,149,398,60000
no_vax_base_ops,247,2026073247,0,nan,565,1285,0
no_vax_enh_ops,247,2026073247,0,nan,102,231,0
comm_base_40,247,2026073247,0,nan,194,494,40000
comm_base_60,247,2026073247,0,nan,102,252,60000
no_vax_base_ops,249,2026073249,0,nan,833,1940,0
no_vax_enh_ops,249,2026073249,0,nan,144,318,0
comm_base_40,249,2026073249,0,nan,202,504,40000
comm_base_60,249,2026073249,0,nan,175,456,60000
no_vax_base_ops,248,2026073248,0,nan,827,1828,0
no_vax_enh_ops,248,2026073248,0,nan,142,326,0
